State,District,Crop_Year,Annual_Rainfall_mm,Monsoon_Rainfall_mm,Deviation_From_Normal_%
Andhra Pradesh,Guntur,2016.0,622.3,449.5,1.35
Karnataka,Belgaum,2023.0,1148.7,731.2,-14.1
Andhra Pradesh,Guntur,2015.0,633.0,389.5,0.99
Maharashtra,Pune,2016.0,539.7,360.5,-16.7
Karnataka,Belgaum,2020.0,1089.0,725.4,0.57
Tamil Nadu,Coimbatore,2021.0,658.0,448.4,-8.89
Punjab,Patiala,2019.0,1103.2,727.4,-19.33
Maharashtra,Pune,2017.0,1079.0,785.9,11.12
Andhra Pradesh,Guntur,2018.0,1107.1,660.5,-15.17
Karnataka,Belgaum,2022.0,1152.6,821.5,0.91
Punjab,Ludhiana,2023.0,1080.2,747.5,22.03
Maharashtra,Pune,2023.0,658.4,463.6,1.32
Maharashtra,Nagpur,2019.0,984.9,682.4,-5.17
Punjab,Amritsar,2022.0,745.4,443.1,-21.92
Andhra Pradesh,Guntur,2021.0,1106.3,819.7,5.45
Maharashtra,Pune,2017.0,832.1,531.6,-21.46
Tamil Nadu,Madurai,2016.0,623.1,389.2,-18.43
Andhra Pradesh,Prakasam,2021.0,741.6,523.8,15.97
Tamil Nadu,Coimbatore,2019.0,816.0,450.4,8.35
Karnataka,Belgaum,2023.0,952.6,680.0,-4.15
Punjab,Patiala,2017.0,811.2,472.1,-12.19
Telangana,Nizamabad,2018.0,1087.8,755.8,15.71
Punjab,Ludhiana,2017.0,631.8,470.8,11.73
Karnataka,Mandya,2017.0,613.5,456.3,4.03
Telangana,Nizamabad,2022.0,573.6,401.2,-9.35
Andhra Pradesh,Guntur,2015.0,604.0,439.2,-12.66
Punjab,Ludhiana,2019.0,964.0,659.9,4.47
Andhra Pradesh,Prakasam,2019.0,528.3,337.3,-0.86
Karnataka,Belgaum,2016.0,897.1,659.7,-14.87
Punjab,Patiala,2020.0,1072.7,614.0,4.53
Maharashtra,Aurangabad,2022.0,521.6,370.6,19.36
Tamil Nadu,Thanjavur,2016.0,1026.9,683.5,5.45
Punjab,Patiala,2022.0,950.5,668.7,-1.84
Telangana,Nizamabad,2022.0,691.1,506.6,-2.95
Telangana,Warangal,2022.0,602.8,444.2,11.75
Maharashtra,Aurangabad,2017.0,551.3,367.8,8.98
Telangana,Adilabad,2015.0,999.9,561.1,12.03
Karnataka,Belgaum,2021.0,703.4,461.8,22.48
Punjab,Amritsar,2022.0,1153.0,678.1,24.03
Tamil Nadu,Madurai,2022.0,635.0,360.3,18.53
Punjab,Amritsar,2017.0,719.5,450.8,-11.29
Maharashtra,Pune,2019.0,1199.8,688.7,-16.8
Tamil Nadu,Thanjavur,2020.0,1152.5,651.8,-4.0
Telangana,Warangal,2018.0,1184.6,823.3,6.14
Andhra Pradesh,Prakasam,2019.0,1186.5,653.5,0.87
Punjab,Amritsar,2022.0,1182.4,658.3,-18.34
Tamil Nadu,Thanjavur,2016.0,859.6,580.1,5.25
Andhra Pradesh,Krishna,2015.0,878.5,527.8,-20.93
Karnataka,Mandya,2022.0,816.2,466.2,-7.05
Telangana,Adilabad,2020.0,991.6,637.8,11.64
Telangana,Adilabad,2016.0,1095.9,784.0,-15.63
Punjab,Ludhiana,2021.0,1088.9,767.6,16.98
Telangana,Adilabad,2017.0,949.9,708.9,7.11
Karnataka,Raichur,2022.0,894.1,659.2,-21.02
Andhra Pradesh,Guntur,2018.0,518.4,308.9,-3.98
Andhra Pradesh,Prakasam,2021.0,820.3,469.2,-3.02
Maharashtra,Aurangabad,2022.0,867.0,542.9,-4.94
Maharashtra,Nagpur,2019.0,544.9,386.3,-16.31
Karnataka,Raichur,2020.0,906.4,506.0,-2.74
Telangana,Warangal,2017.0,816.4,558.1,21.11
Andhra Pradesh,Krishna,2016.0,1041.1,739.3,19.48
Andhra Pradesh,Prakasam,2021.0,1028.2,659.8,-19.54
Maharashtra,Pune,2018.0,1082.1,803.7,6.05
Tamil Nadu,Coimbatore,2017.0,801.9,524.4,11.75
Maharashtra,Aurangabad,2019.0,506.5,309.0,-7.57
Karnataka,Mandya,2017.0,512.1,292.5,11.82
Tamil Nadu,Coimbatore,2018.0,828.9,473.5,-11.69
Karnataka,Raichur,2022.0,838.8,613.6,9.53
Tamil Nadu,Madurai,2017.0,1031.5,755.1,22.78
Tamil Nadu,Thanjavur,2017.0,981.2,656.6,-13.32
Karnataka,Raichur,2016.0,913.6,664.6,8.27
Telangana,Adilabad,2023.0,794.4,567.1,-17.06
Punjab,Ludhiana,2016.0,1136.8,655.6,15.3
Andhra Pradesh,Guntur,2016.0,1006.7,659.9,-17.46
Maharashtra,Pune,2021.0,960.8,596.0,5.35
Tamil Nadu,Madurai,2018.0,1183.6,752.3,6.32
Maharashtra,Nagpur,2017.0,795.1,571.8,-9.64
Telangana,Adilabad,2021.0,1039.9,664.0,-23.61
Punjab,Ludhiana,2018.0,738.2,426.2,8.76
Karnataka,Belgaum,2018.0,697.8,523.0,-2.11
Karnataka,Raichur,2021.0,599.3,416.6,-4.96
Punjab,Amritsar,2023.0,999.6,689.2,1.09
Andhra Pradesh,Prakasam,2020.0,768.7,574.9,-19.11
Andhra Pradesh,Prakasam,2015.0,780.6,490.7,13.92
Karnataka,Mandya,2022.0,600.5,366.7,-19.12
Karnataka,Belgaum,2021.0,504.5,337.2,-21.19
Punjab,Patiala,2015.0,781.6,441.1,19.2
Karnataka,Belgaum,2020.0,980.6,727.8,7.08
Telangana,Nizamabad,2017.0,801.0,597.5,-1.26
Andhra Pradesh,Krishna,2019.0,646.7,479.2,11.0
Andhra Pradesh,Guntur,2022.0,892.1,650.9,22.21
Telangana,Adilabad,2015.0,762.9,524.6,-14.77
Maharashtra,Pune,2019.0,1001.8,656.2,17.39
Andhra Pradesh,Guntur,2018.0,1026.3,661.2,14.62
Andhra Pradesh,Prakasam,2020.0,763.9,426.5,-23.88
Maharashtra,Pune,2016.0,760.9,477.1,5.52
Karnataka,Mandya,2019.0,1007.8,681.9,-0.23
Punjab,Ludhiana,2020.0,1029.1,701.0,16.82
Punjab,Ludhiana,2022.0,732.4,545.2,-12.06
Tamil Nadu,Coimbatore,2018.0,1105.9,734.8,-20.21
Tamil Nadu,Thanjavur,2021.0,717.4,516.3,10.79
Andhra Pradesh,Krishna,2018.0,780.4,474.6,-8.83
Tamil Nadu,Thanjavur,2021.0,535.2,362.9,10.42
Telangana,Adilabad,2020.0,1136.2,720.8,18.82
Tamil Nadu,Thanjavur,2021.0,762.8,465.7,17.81
Karnataka,Raichur,2016.0,1123.0,794.6,24.52
Andhra Pradesh,Krishna,2023.0,974.1,544.0,5.52
Maharashtra,Pune,2023.0,767.4,467.9,5.65
Karnataka,Mandya,2016.0,1093.4,650.0,9.0
Tamil Nadu,Coimbatore,2020.0,835.2,624.1,-16.48
Telangana,Nizamabad,2023.0,831.4,538.0,8.91
Punjab,Amritsar,2022.0,1062.1,698.6,3.24
Karnataka,Mandya,2018.0,1126.7,631.4,-23.16
Andhra Pradesh,Prakasam,2021.0,598.4,416.7,12.99
Karnataka,Mandya,2020.0,1009.6,621.4,-0.92
Punjab,Ludhiana,2022.0,522.1,309.9,-20.81
Andhra Pradesh,Prakasam,2017.0,1150.8,647.6,-8.23
Karnataka,Raichur,2020.0,660.4,407.5,6.44
Karnataka,Belgaum,2016.0,615.2,390.5,-4.84
Telangana,Nizamabad,2015.0,798.0,581.4,-5.4
Andhra Pradesh,Prakasam,2015.0,995.6,650.1,-8.44
Punjab,Ludhiana,2016.0,1083.7,751.0,6.82
Andhra Pradesh,Guntur,2020.0,523.6,369.8,18.88
Punjab,Amritsar,2019.0,1004.3,645.5,21.35
Maharashtra,Aurangabad,2016.0,951.9,535.8,-22.41
Punjab,Ludhiana,2023.0,875.3,552.5,11.56
Tamil Nadu,Madurai,2015.0,1064.3,768.9,-23.73
Karnataka,Belgaum,2020.0,609.4,338.5,10.18
Andhra Pradesh,Prakasam,2023.0,1171.0,838.7,11.69
Maharashtra,Pune,2016.0,1106.7,716.3,15.75
Tamil Nadu,Thanjavur,2016.0,589.3,348.7,-9.85
Tamil Nadu,Madurai,2021.0,1162.0,735.6,0.21
Telangana,Nizamabad,2020.0,757.3,556.0,-7.83
Tamil Nadu,Madurai,2022.0,730.5,519.9,-15.79
Maharashtra,Pune,2022.0,526.6,295.6,-4.47
Tamil Nadu,Madurai,2019.0,698.6,518.1,18.97
Telangana,Nizamabad,2015.0,997.4,727.9,-20.6
Andhra Pradesh,Krishna,2015.0,999.1,668.5,-4.45
Tamil Nadu,Madurai,2018.0,895.8,551.2,14.17
Karnataka,Raichur,2021.0,564.0,353.3,-8.79
Andhra Pradesh,Guntur,2015.0,642.5,386.5,6.74
Tamil Nadu,Madurai,2017.0,586.9,340.4,-24.55
Maharashtra,Aurangabad,2023.0,1045.0,582.4,9.68
Maharashtra,Pune,2020.0,813.1,462.4,-6.89
Punjab,Amritsar,2017.0,1196.3,703.0,9.19
Maharashtra,Pune,2019.0,1125.7,809.9,10.2
Andhra Pradesh,Prakasam,2019.0,1084.3,695.4,14.76
Tamil Nadu,Madurai,2015.0,905.7,519.9,11.32
Andhra Pradesh,Prakasam,2020.0,917.5,646.4,-21.94
Maharashtra,Nagpur,2018.0,1075.0,675.0,18.29
Maharashtra,Nagpur,2020.0,1013.2,568.4,-20.15
Telangana,Warangal,2023.0,827.7,460.8,-13.65
Telangana,Adilabad,2021.0,838.8,541.9,8.23
Karnataka,Belgaum,2023.0,956.8,702.5,-2.71
Andhra Pradesh,Krishna,2019.0,562.8,366.7,24.18
Tamil Nadu,Madurai,2016.0,505.4,344.3,19.84
Tamil Nadu,Madurai,2021.0,846.8,495.5,13.49
Tamil Nadu,Coimbatore,2020.0,580.8,417.5,-2.6
Telangana,Adilabad,2018.0,1191.8,844.5,-20.36
Andhra Pradesh,Prakasam,2015.0,537.0,365.5,22.54
Maharashtra,Aurangabad,2015.0,734.2,482.2,7.62
Karnataka,Belgaum,2019.0,671.0,434.5,-0.47
Andhra Pradesh,Krishna,2018.0,781.6,517.2,-8.14
Tamil Nadu,Madurai,2017.0,855.1,593.7,-6.21
Tamil Nadu,Madurai,2018.0,676.2,463.1,23.56
Punjab,Ludhiana,2020.0,793.0,561.6,7.49
Punjab,Ludhiana,2021.0,1164.6,709.7,10.3
Andhra Pradesh,Krishna,2019.0,542.7,377.1,3.5
Punjab,Ludhiana,2019.0,857.9,537.9,18.57
Telangana,Adilabad,2017.0,737.3,518.0,24.34
Telangana,Nizamabad,2018.0,525.8,350.3,6.7
Karnataka,Mandya,2019.0,1102.9,622.6,-1.29
Andhra Pradesh,Krishna,2020.0,992.5,631.0,-0.47
Andhra Pradesh,Prakasam,2022.0,1055.5,780.2,14.28
Andhra Pradesh,Krishna,2017.0,571.5,393.7,17.92
Karnataka,Mandya,2021.0,1022.0,743.1,-4.01
Tamil Nadu,Madurai,2022.0,527.6,310.2,5.84
Punjab,Amritsar,2016.0,662.8,367.7,-12.97
Tamil Nadu,Madurai,2021.0,1038.9,679.5,13.48
Telangana,Adilabad,2019.0,570.3,339.4,8.57
Maharashtra,Pune,2021.0,1031.0,629.3,-12.54
Karnataka,Belgaum,2015.0,925.2,555.8,-17.22
Punjab,Amritsar,2018.0,855.8,533.0,-3.27
Telangana,Warangal,2017.0,544.5,366.9,-20.94
Punjab,Ludhiana,2018.0,878.8,497.2,-8.43
Punjab,Ludhiana,2018.0,596.6,413.4,-19.87
Punjab,Amritsar,2019.0,628.2,391.2,3.41
Telangana,Adilabad,2016.0,1130.5,663.2,6.5
Maharashtra,Pune,2019.0,554.7,316.8,8.7
Maharashtra,Nagpur,2022.0,855.8,503.1,-18.44
Tamil Nadu,Coimbatore,2020.0,634.7,363.7,-16.72
Tamil Nadu,Madurai,2016.0,1134.1,722.2,15.37
Punjab,Patiala,2015.0,1128.1,816.3,15.28
Andhra Pradesh,Prakasam,2023.0,909.1,540.9,-3.85
Karnataka,Belgaum,2015.0,546.4,316.3,22.54
Karnataka,Mandya,2023.0,1103.0,749.2,19.33
Maharashtra,Pune,2019.0,1056.8,594.4,-9.11
Karnataka,Mandya,2016.0,1182.1,808.8,-18.65
Karnataka,Belgaum,2019.0,908.2,533.3,-17.22
Telangana,Adilabad,2019.0,1044.9,707.0,-7.05
Andhra Pradesh,Guntur,2023.0,904.6,535.3,-0.93
Karnataka,Belgaum,2020.0,628.3,458.5,-17.44
Punjab,Ludhiana,2022.0,832.8,507.3,-15.97
Karnataka,Belgaum,2022.0,544.2,330.6,-12.22
Punjab,Ludhiana,2019.0,751.6,456.5,8.65
Telangana,Adilabad,2015.0,726.0,432.5,22.51
Punjab,Amritsar,2023.0,850.1,635.0,4.48
Karnataka,Raichur,2023.0,896.3,656.7,-14.01
Punjab,Amritsar,2022.0,978.8,587.7,12.25
Tamil Nadu,Coimbatore,2023.0,734.1,507.2,12.94
Andhra Pradesh,Guntur,2016.0,656.2,368.1,1.65
Telangana,Warangal,2016.0,1129.5,644.9,16.75
Maharashtra,Nagpur,2022.0,793.7,493.1,-20.43
Tamil Nadu,Coimbatore,2018.0,1087.9,620.1,-23.49
Karnataka,Raichur,2023.0,945.2,566.8,24.18
Telangana,Adilabad,2020.0,1152.4,666.4,0.03
Andhra Pradesh,Guntur,2022.0,698.4,503.3,18.74
Tamil Nadu,Madurai,2023.0,835.4,609.8,-7.19
Tamil Nadu,Coimbatore,2015.0,691.8,414.5,21.42
Tamil Nadu,Thanjavur,2015.0,879.2,550.5,-4.47
Tamil Nadu,Madurai,2016.0,720.2,426.2,-12.59
Maharashtra,Nagpur,2017.0,1113.2,666.1,-12.95
Tamil Nadu,Thanjavur,2021.0,693.2,440.8,-7.53
Tamil Nadu,Madurai,2019.0,801.7,498.6,21.6
Tamil Nadu,Thanjavur,2015.0,753.9,493.5,1.2
Andhra Pradesh,Krishna,2018.0,605.2,388.9,-20.62
Telangana,Nizamabad,2015.0,1108.2,808.9,-16.72
Tamil Nadu,Thanjavur,2020.0,630.5,463.1,-23.01
Tamil Nadu,Madurai,2021.0,792.5,507.5,19.63
Telangana,Adilabad,2015.0,840.8,474.1,13.64
Andhra Pradesh,Prakasam,2019.0,532.0,331.5,20.38
Tamil Nadu,Thanjavur,2017.0,602.0,346.4,-9.38
Punjab,Patiala,2018.0,1117.5,725.2,18.88
Tamil Nadu,Coimbatore,2023.0,1075.7,791.7,-14.74
Andhra Pradesh,Krishna,2018.0,878.1,642.8,24.51
Maharashtra,Pune,2022.0,1135.8,778.2,18.75
Karnataka,Mandya,2022.0,896.0,565.4,-1.22
Telangana,Nizamabad,2015.0,642.0,410.0,-18.87
Tamil Nadu,Madurai,2019.0,979.0,683.6,16.3
Andhra Pradesh,Guntur,2018.0,1193.9,772.0,-17.72
Telangana,Warangal,2019.0,1181.7,794.5,-1.95
Andhra Pradesh,Prakasam,2018.0,714.3,455.0,-6.2
Tamil Nadu,Coimbatore,2018.0,777.5,475.7,-11.44
Maharashtra,Pune,2022.0,1152.7,701.6,3.5
Tamil Nadu,Coimbatore,2016.0,850.9,506.7,0.77
Karnataka,Mandya,2023.0,906.1,593.7,23.95
Karnataka,Raichur,2015.0,910.3,535.8,-24.01
Tamil Nadu,Coimbatore,2019.0,704.7,461.8,18.38
Maharashtra,Pune,2020.0,1172.4,835.9,16.75
Telangana,Nizamabad,2016.0,938.5,659.6,22.13
Punjab,Ludhiana,2020.0,519.7,288.7,18.37
Andhra Pradesh,Prakasam,2022.0,1145.8,851.9,-1.22
Maharashtra,Nagpur,2017.0,829.3,542.1,-22.19
Telangana,Warangal,2017.0,1118.3,640.5,7.2
Tamil Nadu,Thanjavur,2021.0,645.8,380.6,18.35
Telangana,Nizamabad,2020.0,867.3,627.1,-1.73
Punjab,Ludhiana,2021.0,515.8,335.7,5.97
Tamil Nadu,Thanjavur,2018.0,774.5,539.9,9.3
Andhra Pradesh,Krishna,2020.0,504.5,372.0,-23.01
Tamil Nadu,Coimbatore,2022.0,1183.8,666.5,15.16
Tamil Nadu,Thanjavur,2021.0,971.5,659.0,-7.73
Telangana,Warangal,2016.0,1120.1,677.8,3.25
Maharashtra,Nagpur,2015.0,812.7,510.5,15.38
Karnataka,Belgaum,2018.0,877.0,548.6,-5.56
Andhra Pradesh,Guntur,2022.0,884.0,620.1,-16.41
Maharashtra,Aurangabad,2019.0,933.8,601.6,-8.73
Punjab,Patiala,2023.0,856.2,508.6,4.97
Maharashtra,Aurangabad,2017.0,837.8,510.0,-19.96
Karnataka,Mandya,2023.0,1154.1,820.2,-4.19
Telangana,Warangal,2018.0,1131.9,743.0,19.96
Telangana,Warangal,2021.0,849.1,565.6,-23.26
Maharashtra,Nagpur,2019.0,949.2,686.8,11.95
Tamil Nadu,Madurai,2019.0,583.4,392.2,-7.11
Andhra Pradesh,Guntur,2015.0,841.9,518.1,-17.64
Tamil Nadu,Thanjavur,2015.0,638.6,429.7,-16.55
Andhra Pradesh,Krishna,2022.0,952.6,690.2,17.68
Telangana,Nizamabad,2017.0,1078.4,626.6,-12.89
Karnataka,Mandya,2018.0,537.8,350.1,12.67
Karnataka,Belgaum,2016.0,1088.4,687.8,-11.99
Karnataka,Raichur,2019.0,1045.5,659.2,-17.67
Punjab,Patiala,2022.0,927.0,609.1,8.02
Karnataka,Mandya,2018.0,632.9,452.7,9.24
Andhra Pradesh,Guntur,2015.0,877.5,590.1,-15.75
Karnataka,Belgaum,2021.0,668.4,458.0,24.25
Punjab,Ludhiana,2017.0,1008.8,625.4,24.66
Tamil Nadu,Thanjavur,2019.0,538.7,345.7,-4.36
Maharashtra,Pune,2023.0,1159.9,677.1,9.55
Tamil Nadu,Madurai,2018.0,671.8,398.9,21.87
Punjab,Ludhiana,2017.0,1030.7,609.3,8.01
Karnataka,Belgaum,2022.0,861.8,633.6,-16.12
Andhra Pradesh,Prakasam,2019.0,1167.3,752.9,-6.85
Maharashtra,Pune,2022.0,1082.0,698.5,-17.46
Karnataka,Belgaum,2016.0,786.1,568.4,-22.25
Telangana,Warangal,2019.0,631.1,461.6,-6.14
Andhra Pradesh,Guntur,2019.0,1112.9,830.5,12.38
Maharashtra,Pune,2020.0,736.2,479.0,-24.67
Karnataka,Raichur,2019.0,1029.6,708.9,14.33
Punjab,Amritsar,2016.0,762.7,570.1,-9.64
Maharashtra,Pune,2018.0,1048.1,577.0,-17.39
Karnataka,Raichur,2022.0,925.6,605.0,-13.28
Telangana,Nizamabad,2018.0,618.7,431.3,-12.81
Maharashtra,Pune,2022.0,1087.7,728.2,3.41
Punjab,Ludhiana,2019.0,1190.2,738.9,13.71
Maharashtra,Nagpur,2016.0,634.5,438.8,0.03
Andhra Pradesh,Prakasam,2017.0,584.5,365.2,13.0
Punjab,Ludhiana,2019.0,891.4,600.6,18.05
Tamil Nadu,Coimbatore,2016.0,642.8,451.2,-4.79
Tamil Nadu,Madurai,2015.0,716.1,528.9,16.47
Andhra Pradesh,Prakasam,2017.0,1121.0,631.2,-18.47
Andhra Pradesh,Guntur,2015.0,797.6,457.6,10.36
Telangana,Nizamabad,2021.0,830.1,612.7,18.01
Tamil Nadu,Coimbatore,2022.0,857.9,505.1,3.57
Telangana,Warangal,2021.0,1059.3,735.5,23.84
Karnataka,Belgaum,2023.0,664.8,413.9,-9.4
Andhra Pradesh,Prakasam,2020.0,807.9,603.7,-0.62
Maharashtra,Pune,2016.0,723.8,457.4,1.08
Karnataka,Belgaum,2019.0,665.0,385.8,-11.91
Maharashtra,Aurangabad,2021.0,662.9,472.0,22.0
Andhra Pradesh,Krishna,2023.0,916.7,581.3,4.32
Telangana,Nizamabad,2017.0,771.6,463.2,-22.4
Telangana,Adilabad,2017.0,513.6,311.5,-18.25
Andhra Pradesh,Guntur,2020.0,601.7,385.1,-14.63
Andhra Pradesh,Guntur,2016.0,961.1,686.2,23.77
Telangana,Nizamabad,2018.0,986.0,578.3,14.46
Andhra Pradesh,Krishna,2017.0,739.1,546.7,24.4
Tamil Nadu,Madurai,2021.0,1037.1,752.9,-13.3
Andhra Pradesh,Guntur,2016.0,1028.6,682.8,13.88
Tamil Nadu,Thanjavur,2023.0,1041.9,679.3,7.22
Tamil Nadu,Coimbatore,2015.0,819.9,581.0,-10.54
Andhra Pradesh,Prakasam,2015.0,1137.8,804.8,2.45
Karnataka,Belgaum,2018.0,693.3,467.1,22.75
Tamil Nadu,Madurai,2021.0,995.3,615.0,2.5
Tamil Nadu,Coimbatore,2015.0,565.2,348.1,9.65
Punjab,Ludhiana,2017.0,1161.8,785.0,-23.02
Karnataka,Belgaum,2020.0,832.9,604.2,15.43
Telangana,Warangal,2015.0,1004.2,691.9,-4.25
Tamil Nadu,Madurai,2015.0,887.8,565.0,-13.97
Karnataka,Mandya,2023.0,623.4,355.6,-1.55
Maharashtra,Pune,2016.0,614.6,434.5,-11.56
Karnataka,Belgaum,2016.0,1124.0,701.4,6.58
Tamil Nadu,Thanjavur,2017.0,991.8,689.3,15.25
Telangana,Adilabad,2021.0,625.0,465.3,-4.53
Telangana,Adilabad,2017.0,681.0,495.7,-2.29
Andhra Pradesh,Prakasam,2021.0,829.4,516.7,-2.32
Maharashtra,Nagpur,2018.0,913.6,665.9,-7.17
Maharashtra,Aurangabad,2020.0,972.0,605.5,9.58
Maharashtra,Pune,2022.0,785.4,536.4,-18.87
Telangana,Warangal,2015.0,1109.1,703.0,-8.97
Punjab,Amritsar,2018.0,534.0,364.6,-23.98
Karnataka,Belgaum,2018.0,939.0,628.3,1.54
Telangana,Nizamabad,2022.0,1100.6,710.0,20.2
Tamil Nadu,Madurai,2018.0,659.1,444.1,15.66
Punjab,Ludhiana,2018.0,891.0,534.7,20.09
Telangana,Warangal,2017.0,881.3,486.9,12.19
Andhra Pradesh,Guntur,2021.0,640.9,419.8,-21.22
Andhra Pradesh,Prakasam,2021.0,865.5,577.8,-12.86
Telangana,Nizamabad,2020.0,1038.4,610.8,6.37
Maharashtra,Aurangabad,2016.0,593.5,392.7,-22.23
Telangana,Nizamabad,2019.0,1027.9,743.9,2.63
Tamil Nadu,Coimbatore,2015.0,676.2,454.9,23.06
Andhra Pradesh,Prakasam,2018.0,1067.8,704.1,-1.93
Telangana,Warangal,2018.0,728.7,483.4,-8.57
Tamil Nadu,Coimbatore,2017.0,632.3,378.9,-11.33
Karnataka,Belgaum,2018.0,1160.7,766.7,5.77
Telangana,Warangal,2018.0,647.0,443.8,-0.67
Karnataka,Raichur,2018.0,728.5,477.1,-8.69
Tamil Nadu,Thanjavur,2023.0,921.6,569.5,12.39
Andhra Pradesh,Krishna,2023.0,875.4,538.1,5.75
Andhra Pradesh,Krishna,2020.0,787.4,476.2,-9.95
Telangana,Adilabad,2018.0,536.6,339.7,-5.43
Maharashtra,Nagpur,2019.0,1063.3,686.6,-10.31
Telangana,Nizamabad,2015.0,1178.0,866.3,2.04
Tamil Nadu,Thanjavur,2017.0,934.4,682.8,-11.49
Maharashtra,Nagpur,2018.0,944.9,605.7,13.6
Tamil Nadu,Thanjavur,2023.0,513.3,308.4,-2.58
Andhra Pradesh,Guntur,2018.0,1088.0,641.7,-2.32
Andhra Pradesh,Krishna,2016.0,910.4,518.6,-0.34
Tamil Nadu,Coimbatore,2015.0,1050.1,673.2,19.76
Karnataka,Belgaum,2018.0,569.8,370.8,11.58
Maharashtra,Aurangabad,2016.0,1184.6,876.9,-16.69
Telangana,Adilabad,2020.0,840.3,509.6,24.97
Andhra Pradesh,Guntur,2017.0,589.9,333.2,-13.98
Karnataka,Raichur,2023.0,798.6,541.6,12.3
Tamil Nadu,Coimbatore,2021.0,1105.6,802.8,-24.28
Punjab,Ludhiana,2020.0,1188.9,771.8,13.42
Andhra Pradesh,Krishna,2023.0,738.4,481.1,8.05
Punjab,Amritsar,2018.0,1008.2,668.8,0.43
Karnataka,Mandya,2015.0,1180.2,731.6,11.49
Punjab,Ludhiana,2020.0,655.4,425.6,-10.7
Telangana,Nizamabad,2018.0,529.1,348.1,13.45
Maharashtra,Aurangabad,2018.0,689.2,435.0,-21.42
Telangana,Nizamabad,2015.0,1086.6,807.2,-16.58
Maharashtra,Pune,2020.0,1091.9,760.4,5.74
Telangana,Adilabad,2016.0,808.5,533.6,-23.53
Karnataka,Mandya,2022.0,568.9,334.1,-18.05
Telangana,Adilabad,2017.0,1011.3,740.4,-15.02
Tamil Nadu,Coimbatore,2016.0,1154.5,743.0,-5.98
Andhra Pradesh,Guntur,2023.0,1084.0,669.7,-19.81
Maharashtra,Aurangabad,2016.0,520.4,323.6,-10.1
Punjab,Ludhiana,2018.0,719.8,531.2,1.76
Punjab,Amritsar,2017.0,550.0,315.3,10.23
Telangana,Nizamabad,2020.0,831.4,589.0,-20.42
Punjab,Amritsar,2015.0,542.3,347.9,3.45
Tamil Nadu,Madurai,2019.0,654.4,475.3,-16.43
Maharashtra,Aurangabad,2016.0,577.1,395.7,-9.75
Punjab,Amritsar,2015.0,784.1,551.0,-13.17
Telangana,Nizamabad,2015.0,517.9,340.5,-4.74
Punjab,Patiala,2017.0,632.1,354.0,-18.2
Andhra Pradesh,Prakasam,2019.0,611.8,444.9,-1.75
Andhra Pradesh,Krishna,2017.0,865.4,645.8,-10.19
Punjab,Ludhiana,2016.0,640.8,414.3,-10.21
Andhra Pradesh,Prakasam,2018.0,598.6,335.6,-23.9
Punjab,Patiala,2023.0,975.8,709.8,-8.85
Andhra Pradesh,Prakasam,2018.0,612.0,410.8,-11.16
Maharashtra,Pune,2018.0,569.3,327.5,-19.2
Telangana,Warangal,2022.0,805.0,497.7,0.98
Karnataka,Belgaum,2022.0,579.8,400.3,23.2
Maharashtra,Aurangabad,2021.0,595.2,389.4,4.74
Maharashtra,Aurangabad,2022.0,931.2,558.9,-14.35
Tamil Nadu,Coimbatore,2023.0,511.5,308.5,-4.9
Tamil Nadu,Thanjavur,2016.0,813.2,457.2,-1.7
Punjab,Amritsar,2022.0,1092.5,608.0,7.23
Maharashtra,Aurangabad,2023.0,585.8,375.8,-3.63
Punjab,Patiala,2015.0,968.6,650.7,-4.13
Andhra Pradesh,Guntur,2017.0,518.2,306.8,-23.96
Tamil Nadu,Madurai,2016.0,991.4,636.6,-22.12
Punjab,Amritsar,2021.0,737.1,497.2,-10.16
Punjab,Ludhiana,2023.0,878.2,570.9,19.19
Telangana,Adilabad,2017.0,547.2,388.4,-14.75
Punjab,Ludhiana,2023.0,1051.6,687.7,-10.08
Telangana,Nizamabad,2021.0,512.0,354.4,-4.01
Andhra Pradesh,Prakasam,2022.0,662.4,437.2,-13.97
Telangana,Warangal,2020.0,1035.2,617.1,23.75
Telangana,Nizamabad,2022.0,794.5,517.0,6.42
Telangana,Warangal,2023.0,566.8,398.6,-1.34
Telangana,Nizamabad,2017.0,1052.6,706.7,-7.19
Punjab,Amritsar,2020.0,719.0,508.9,1.46
Punjab,Ludhiana,2021.0,1137.1,783.4,-12.38
Telangana,Nizamabad,2015.0,1197.9,771.8,16.86
Punjab,Ludhiana,2017.0,899.8,597.2,9.51
Andhra Pradesh,Guntur,2017.0,1155.1,663.8,-17.78
Karnataka,Raichur,2022.0,1124.9,620.6,-13.51
Karnataka,Raichur,2017.0,867.7,646.2,5.38
Maharashtra,Nagpur,2017.0,1196.8,834.7,-23.48
Karnataka,Belgaum,2017.0,542.8,390.4,-19.27
Tamil Nadu,Coimbatore,2016.0,1115.2,793.9,-5.71
Tamil Nadu,Madurai,2022.0,831.8,564.4,-8.14
Telangana,Warangal,2023.0,775.0,529.3,-0.78
Telangana,Adilabad,2019.0,601.8,384.2,-8.27
Karnataka,Belgaum,2017.0,1100.9,718.8,8.24
Andhra Pradesh,Prakasam,2019.0,992.9,590.5,5.1
Maharashtra,Aurangabad,2019.0,1168.6,686.5,-14.4
Andhra Pradesh,Prakasam,2023.0,805.1,585.0,4.07
