State,District,Crop_Year,Crop,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Fertilizer_Type,Fertilizer_Used_kg_per_ha
Maharashtra,Aurangabad,2022.0,Rice,78.1,36.1,66.3,,
Punjab,Patiala,2018.0,Maize,141.7,82.3,84.5,,
Karnataka,Belgaum,2015.0,Maize,65.6,27.2,36.8,,
Maharashtra,Nagpur,2016.0,Rice,103.6,51.7,57.3,,
Andhra Pradesh,Prakasam,2021.0,Pulses,99.8,53.5,79.0,,
Karnataka,Belgaum,2022.0,Rice,176.8,62.1,22.2,,
Karnataka,Belgaum,2018.0,Rice,137.5,42.5,27.6,,
Telangana,Adilabad,2018.0,Rice,173.1,54.6,79.0,,
Maharashtra,Aurangabad,2016.0,Cotton,72.8,35.0,38.5,,
Telangana,Warangal,2015.0,Groundnut,174.6,89.0,36.7,,
Karnataka,Mandya,2018.0,Sugarcane,63.4,24.0,55.5,,
Andhra Pradesh,Prakasam,2022.0,Pulses,146.8,56.8,86.5,,
Andhra Pradesh,Prakasam,2017.0,Cotton,62.0,25.6,81.0,,
Andhra Pradesh,Krishna,2016.0,Rice,73.7,54.5,82.0,,
Tamil Nadu,Madurai,2021.0,Wheat,77.0,88.3,84.7,,
Andhra Pradesh,Krishna,2015.0,Groundnut,69.4,27.3,84.1,,
Telangana,Nizamabad,2021.0,Groundnut,154.2,77.4,59.4,,
Punjab,Amritsar,2022.0,Groundnut,166.1,76.7,41.7,,
Karnataka,Belgaum,2015.0,Wheat,121.2,59.6,52.8,,
Punjab,Amritsar,2016.0,Rice,173.5,64.9,62.4,,
Punjab,Patiala,2022.0,Soybean,86.7,25.6,36.5,,
Andhra Pradesh,Guntur,2017.0,Pulses,94.0,68.6,48.8,,
Telangana,Nizamabad,2018.0,Pulses,171.8,38.9,73.5,,
Tamil Nadu,Coimbatore,2017.0,Maize,162.0,75.9,46.3,,
Andhra Pradesh,Krishna,2023.0,Sugarcane,60.2,59.4,22.4,,
Telangana,Warangal,2022.0,Pulses,146.3,52.3,63.1,,
Maharashtra,Aurangabad,2015.0,Pulses,117.1,70.1,73.4,,
Punjab,Patiala,2020.0,Sugarcane,67.6,29.8,34.1,,
Karnataka,Mandya,2020.0,Rice,72.9,57.3,85.6,,
Maharashtra,Nagpur,2016.0,Sugarcane,123.4,50.2,52.5,,
Punjab,Patiala,2015.0,Pulses,50.8,52.8,79.0,,
Telangana,Nizamabad,2021.0,Sugarcane,135.2,26.0,39.1,,
Telangana,Nizamabad,2015.0,Wheat,130.9,42.2,54.4,,
Punjab,Ludhiana,2019.0,Pulses,133.2,67.9,78.5,,
Karnataka,Mandya,2022.0,Wheat,96.5,44.7,40.0,,
Karnataka,Mandya,2020.0,Rice,126.5,23.3,61.1,,
Karnataka,Raichur,2021.0,Pulses,153.5,33.9,70.5,,
Karnataka,Mandya,2021.0,Sugarcane,145.9,82.6,46.0,,
Karnataka,Mandya,2021.0,Groundnut,162.8,84.7,22.8,,
Karnataka,Mandya,2019.0,Maize,147.6,74.7,66.5,,
Tamil Nadu,Coimbatore,2019.0,Soybean,82.3,49.0,51.9,,
Telangana,Adilabad,2015.0,Soybean,96.0,55.9,37.4,,
Tamil Nadu,Thanjavur,2016.0,Sugarcane,107.0,60.2,36.3,,
Tamil Nadu,Thanjavur,2016.0,Soybean,90.8,80.1,38.2,,
Telangana,Warangal,2023.0,Wheat,120.9,61.2,26.4,,
Andhra Pradesh,Prakasam,2019.0,Wheat,140.9,35.1,57.6,,
Tamil Nadu,Madurai,2016.0,Rice,62.8,22.9,85.3,,
Karnataka,Belgaum,2017.0,Maize,127.8,86.1,27.0,,
Tamil Nadu,Thanjavur,2023.0,Wheat,64.3,24.2,34.4,,
Telangana,Nizamabad,2023.0,Groundnut,84.5,70.9,85.6,,
Telangana,Nizamabad,2023.0,Groundnut,83.8,35.9,77.5,,
Telangana,Warangal,2017.0,Sugarcane,52.3,63.8,79.6,,
Tamil Nadu,Madurai,2023.0,Cotton,167.0,37.3,37.3,,
Tamil Nadu,Coimbatore,2019.0,Cotton,176.7,63.4,21.3,,
Telangana,Nizamabad,2018.0,Wheat,133.9,81.3,62.3,,
Karnataka,Raichur,2020.0,Soybean,101.9,26.9,89.1,,
Tamil Nadu,Madurai,2022.0,Wheat,71.6,22.9,59.0,,
Tamil Nadu,Madurai,2023.0,Groundnut,164.1,62.5,22.6,,
Karnataka,Belgaum,2020.0,Rice,150.5,42.7,34.7,,
Maharashtra,Nagpur,2022.0,Cotton,57.9,73.0,76.9,,
Tamil Nadu,Madurai,2021.0,Groundnut,162.6,62.4,49.4,,
Tamil Nadu,Madurai,2023.0,Rice,136.5,42.3,66.6,,
Telangana,Adilabad,2021.0,Maize,141.4,70.2,74.1,,
Punjab,Amritsar,2021.0,Pulses,170.1,21.3,30.0,,
Karnataka,Mandya,2016.0,Groundnut,146.5,74.6,67.9,,
Maharashtra,Pune,2019.0,Wheat,44.0,67.2,56.5,,
Tamil Nadu,Coimbatore,2018.0,Cotton,154.0,52.5,58.2,,
Telangana,Warangal,2017.0,Rice,59.4,20.2,37.2,,
Tamil Nadu,Coimbatore,2019.0,Wheat,128.0,57.2,69.2,,
Tamil Nadu,Thanjavur,2023.0,Rice,175.7,53.9,37.4,,
Karnataka,Raichur,2021.0,Sugarcane,143.7,88.7,28.1,,
Telangana,Nizamabad,2023.0,Groundnut,103.2,46.4,88.0,,
Andhra Pradesh,Prakasam,2019.0,Sugarcane,116.0,77.5,45.0,,
Telangana,Warangal,2015.0,Groundnut,172.2,72.8,40.5,,
Maharashtra,Pune,2017.0,Groundnut,100.9,54.2,49.1,,
Andhra Pradesh,Prakasam,2020.0,Rice,88.8,51.0,25.9,,
Maharashtra,Pune,2022.0,Soybean,77.5,27.4,58.1,,
Punjab,Ludhiana,2021.0,Rice,55.9,64.2,65.3,,
Maharashtra,Nagpur,2020.0,Maize,129.7,81.3,46.2,,
Telangana,Adilabad,2020.0,Wheat,157.4,86.9,52.2,,
Maharashtra,Pune,2021.0,Sugarcane,178.9,87.4,37.3,,
Tamil Nadu,Coimbatore,2020.0,Cotton,150.5,20.2,26.2,,
Andhra Pradesh,Guntur,2021.0,Cotton,72.3,26.8,52.0,,
Punjab,Amritsar,2022.0,Rice,103.4,58.5,47.1,,
Maharashtra,Pune,2023.0,Sugarcane,96.6,28.1,83.6,,
Telangana,Warangal,2017.0,Wheat,160.8,52.6,57.4,,
Tamil Nadu,Coimbatore,2017.0,Cotton,89.8,29.2,64.0,,
Andhra Pradesh,Prakasam,2022.0,Maize,118.8,33.7,59.0,,
Punjab,Ludhiana,2022.0,Wheat,52.2,52.3,84.4,,
Telangana,Adilabad,2019.0,Sugarcane,62.9,58.6,68.9,,
Punjab,Ludhiana,2021.0,Pulses,119.4,43.7,51.4,,
Karnataka,Mandya,2023.0,Rice,175.6,25.5,42.2,,
Karnataka,Raichur,2021.0,Maize,91.8,62.2,22.8,,
Karnataka,Raichur,2021.0,Sugarcane,101.5,69.3,44.0,,
Punjab,Amritsar,2019.0,Wheat,48.7,67.6,60.3,,
Telangana,Adilabad,2019.0,Maize,50.8,54.5,73.7,,
Punjab,Amritsar,2023.0,Pulses,161.7,47.2,38.7,,
Karnataka,Belgaum,2017.0,Groundnut,82.3,89.0,27.5,,
Telangana,Warangal,2020.0,Sugarcane,49.4,31.0,76.5,,
Andhra Pradesh,Krishna,2022.0,Cotton,75.1,20.6,48.0,,
Maharashtra,Pune,2019.0,Soybean,169.5,78.5,70.1,,
Telangana,Adilabad,2017.0,Rice,155.6,83.9,21.6,,
Telangana,Adilabad,2016.0,Sugarcane,95.3,88.8,43.7,,
Maharashtra,Pune,2023.0,Wheat,142.5,22.0,35.5,,
Andhra Pradesh,Prakasam,2017.0,Sugarcane,77.2,32.4,48.4,,
Telangana,Nizamabad,2023.0,Rice,51.9,23.9,66.0,,
Punjab,Amritsar,2022.0,Wheat,54.3,46.3,56.9,,
Andhra Pradesh,Guntur,2021.0,Rice,100.0,64.1,63.3,,
Maharashtra,Pune,2022.0,Pulses,110.1,67.7,23.4,,
Punjab,Ludhiana,2016.0,Cotton,79.2,63.1,86.6,,
Andhra Pradesh,Krishna,2017.0,Maize,118.3,57.8,26.4,,
Punjab,Patiala,2021.0,Rice,162.3,40.8,69.6,,
Karnataka,Belgaum,2022.0,Rice,132.9,43.1,20.2,,
Maharashtra,Pune,2017.0,Cotton,159.1,46.3,65.2,,
Telangana,Adilabad,2023.0,Pulses,163.2,56.7,68.8,,
Punjab,Ludhiana,2020.0,Maize,82.0,58.8,49.6,,
Andhra Pradesh,Krishna,2016.0,Sugarcane,114.8,55.1,29.2,,
Karnataka,Belgaum,2016.0,Pulses,146.4,22.8,42.4,,
Karnataka,Mandya,2018.0,Soybean,41.1,65.6,31.5,,
Karnataka,Raichur,2016.0,Maize,79.9,81.7,32.7,,
Tamil Nadu,Coimbatore,2020.0,Sugarcane,76.2,41.4,30.3,,
Punjab,Amritsar,2022.0,Rice,174.2,49.0,30.7,,
Karnataka,Belgaum,2020.0,Wheat,78.0,54.1,34.4,,
Tamil Nadu,Madurai,2023.0,Soybean,138.5,49.1,80.6,,
Maharashtra,Aurangabad,2016.0,Sugarcane,117.6,35.9,45.5,,
Karnataka,Mandya,2018.0,Rice,151.1,38.3,32.3,,
Telangana,Adilabad,2016.0,Maize,148.1,48.4,32.2,,
Punjab,Patiala,2020.0,Pulses,113.9,20.6,51.9,,
Tamil Nadu,Thanjavur,2016.0,Cotton,76.7,49.7,35.9,,
Telangana,Adilabad,2017.0,Rice,110.1,56.3,49.2,,
Andhra Pradesh,Krishna,2019.0,Pulses,142.9,31.1,76.4,,
Maharashtra,Pune,2017.0,Groundnut,70.5,58.0,75.5,,
Maharashtra,Pune,2021.0,Sugarcane,142.0,88.0,39.0,,
Tamil Nadu,Coimbatore,2020.0,Soybean,104.2,40.4,77.8,,
Tamil Nadu,Coimbatore,2023.0,Cotton,160.0,83.7,63.7,,
Punjab,Amritsar,2023.0,Rice,98.0,84.2,53.5,,
Tamil Nadu,Coimbatore,2023.0,Cotton,136.8,43.2,34.0,,
Telangana,Adilabad,2017.0,Wheat,139.4,87.7,54.8,,
Punjab,Ludhiana,2016.0,Groundnut,90.4,21.6,63.0,,
Punjab,Patiala,2016.0,Rice,81.9,78.6,79.5,,
Andhra Pradesh,Guntur,2021.0,Pulses,100.6,25.0,89.1,,
Tamil Nadu,Coimbatore,2020.0,Sugarcane,74.7,29.3,82.0,,
Telangana,Adilabad,2018.0,Soybean,151.3,43.2,38.5,,
Telangana,Warangal,2019.0,Rice,84.8,87.1,48.7,,
Karnataka,Mandya,2015.0,Maize,95.4,45.1,30.1,,
Telangana,Warangal,2015.0,Rice,141.9,66.9,26.4,,
Maharashtra,Aurangabad,2023.0,Wheat,68.1,70.0,86.2,,
Karnataka,Belgaum,2021.0,Soybean,128.3,72.8,30.7,,
Telangana,Nizamabad,2022.0,Groundnut,118.9,30.9,69.1,,
Karnataka,Belgaum,2015.0,Maize,143.1,50.8,25.6,,
Tamil Nadu,Madurai,2022.0,Maize,124.7,66.5,76.2,,
Karnataka,Mandya,2018.0,Maize,116.6,52.4,48.4,,
Andhra Pradesh,Prakasam,2022.0,Maize,102.1,24.8,39.8,,
Andhra Pradesh,Guntur,2021.0,Rice,54.3,75.0,58.4,,
Karnataka,Raichur,2022.0,Groundnut,175.4,69.3,81.2,,
Andhra Pradesh,Krishna,2022.0,Wheat,43.6,71.8,53.4,,
Karnataka,Raichur,2020.0,Sugarcane,67.9,75.2,31.3,,
Punjab,Patiala,2019.0,Wheat,164.6,69.7,72.0,,
Andhra Pradesh,Prakasam,2020.0,Pulses,155.1,50.6,84.6,,
Punjab,Amritsar,2020.0,Soybean,83.8,74.3,69.0,,
Andhra Pradesh,Krishna,2016.0,Soybean,171.4,54.8,60.3,,
Telangana,Nizamabad,2018.0,Groundnut,80.3,42.5,28.9,,
Punjab,Patiala,2022.0,Rice,66.7,63.3,74.4,,
Karnataka,Mandya,2018.0,Maize,63.9,54.9,24.9,,
Tamil Nadu,Thanjavur,2021.0,Rice,124.1,52.8,55.5,,
Maharashtra,Aurangabad,2018.0,Cotton,83.1,68.0,22.8,,
Andhra Pradesh,Krishna,2023.0,Cotton,129.4,21.7,45.8,,
Tamil Nadu,Thanjavur,2021.0,Sugarcane,140.1,73.4,52.4,,
Andhra Pradesh,Guntur,2016.0,Rice,119.3,57.6,31.2,,
Telangana,Warangal,2021.0,Maize,138.6,23.0,30.5,,
Maharashtra,Nagpur,2017.0,Wheat,63.0,76.3,50.0,,
Tamil Nadu,Madurai,2021.0,Rice,83.8,49.0,37.4,,
Tamil Nadu,Thanjavur,2022.0,Rice,124.7,38.8,79.6,,
Tamil Nadu,Madurai,2016.0,Groundnut,139.1,38.0,39.0,,
Tamil Nadu,Madurai,2020.0,Wheat,97.6,60.9,22.3,,
Telangana,Adilabad,2022.0,Maize,118.7,39.2,21.2,,
Karnataka,Belgaum,2016.0,Wheat,103.1,58.1,80.1,,
Maharashtra,Pune,2022.0,Soybean,86.4,20.7,38.7,,
Maharashtra,Pune,2023.0,Groundnut,150.6,53.1,36.8,,
Maharashtra,Pune,2020.0,Maize,112.2,26.5,24.4,,
Telangana,Adilabad,2020.0,Rice,170.8,21.5,22.5,,
Punjab,Patiala,2021.0,Wheat,85.5,79.7,52.6,,
Maharashtra,Nagpur,2017.0,Groundnut,60.9,39.4,77.2,,
Punjab,Ludhiana,2022.0,Maize,126.1,50.6,32.0,,
Andhra Pradesh,Krishna,2021.0,Rice,156.5,85.2,76.9,,
Punjab,Amritsar,2020.0,Cotton,123.9,84.1,70.5,,
Tamil Nadu,Thanjavur,2020.0,Groundnut,173.7,42.5,49.1,,
Tamil Nadu,Madurai,2021.0,Pulses,111.4,75.9,31.8,,
Telangana,Nizamabad,2019.0,Rice,159.7,83.8,36.5,,
Punjab,Ludhiana,2021.0,Cotton,172.0,81.4,48.9,,
Telangana,Adilabad,2021.0,Soybean,147.0,61.7,43.5,,
Punjab,Amritsar,2020.0,Pulses,156.7,72.8,77.2,,
Andhra Pradesh,Prakasam,2023.0,Soybean,55.2,70.4,85.7,,
Telangana,Adilabad,2019.0,Groundnut,105.3,28.7,49.0,,
Karnataka,Raichur,2018.0,Cotton,142.3,64.6,52.4,,
Andhra Pradesh,Prakasam,2021.0,Wheat,158.3,20.0,38.6,,
Maharashtra,Pune,2022.0,Maize,177.2,49.4,25.2,,
Andhra Pradesh,Krishna,2016.0,Soybean,78.1,24.0,43.7,,
Maharashtra,Pune,2017.0,Cotton,51.9,61.4,65.0,,
Maharashtra,Aurangabad,2019.0,Cotton,118.7,30.7,75.6,,
Andhra Pradesh,Guntur,2018.0,Soybean,121.5,69.2,78.0,,
Punjab,Patiala,2018.0,Pulses,156.1,36.5,24.5,,
Maharashtra,Aurangabad,2022.0,Maize,108.1,57.1,40.9,,
Telangana,Warangal,2016.0,Rice,151.6,28.8,70.7,,
Maharashtra,Aurangabad,2016.0,Cotton,104.2,45.5,57.2,,
Tamil Nadu,Madurai,2019.0,Rice,87.4,77.7,30.1,,
Andhra Pradesh,Prakasam,2023.0,Maize,101.1,34.3,66.6,,
Maharashtra,Nagpur,2019.0,Pulses,169.0,43.7,36.9,,
Punjab,Patiala,2020.0,Wheat,73.1,48.0,62.3,,
Telangana,Warangal,2015.0,Rice,85.1,71.3,53.6,,
Telangana,Adilabad,2018.0,Wheat,170.1,76.7,21.1,,
Punjab,Ludhiana,2020.0,Cotton,117.1,53.1,83.7,,
Karnataka,Belgaum,2015.0,Rice,55.0,55.1,67.5,,
Andhra Pradesh,Krishna,2020.0,Rice,104.2,78.5,41.7,,
Maharashtra,Aurangabad,2023.0,Rice,137.2,85.9,74.1,,
Punjab,Patiala,2023.0,Maize,123.4,86.8,86.9,,
Karnataka,Raichur,2017.0,Rice,41.2,61.9,56.8,,
Punjab,Amritsar,2022.0,Groundnut,124.5,46.2,62.8,,
Karnataka,Raichur,2015.0,Soybean,111.4,43.7,82.7,,
Maharashtra,Pune,2021.0,Sugarcane,119.5,87.4,83.5,,
Andhra Pradesh,Prakasam,2019.0,Pulses,84.0,62.8,39.0,,
Telangana,Adilabad,2022.0,Pulses,166.7,42.2,78.1,,
Punjab,Patiala,2020.0,Pulses,97.1,37.3,80.4,,
Maharashtra,Pune,2017.0,Soybean,59.6,56.0,27.1,,
Andhra Pradesh,Guntur,2019.0,Maize,133.6,33.9,81.3,,
Telangana,Warangal,2019.0,Sugarcane,47.4,50.5,52.8,,
Maharashtra,Nagpur,2022.0,Pulses,166.9,35.2,62.4,,
Punjab,Amritsar,2015.0,Sugarcane,42.5,21.3,24.1,,
Maharashtra,Nagpur,2022.0,Groundnut,146.7,24.1,81.1,,
Andhra Pradesh,Guntur,2022.0,Pulses,158.1,46.7,44.8,,
Telangana,Adilabad,2015.0,Cotton,147.4,89.0,64.4,,
Karnataka,Mandya,2017.0,Wheat,152.1,52.9,38.7,,
Punjab,Ludhiana,2023.0,Wheat,102.5,73.3,32.6,,
Punjab,Patiala,2015.0,Cotton,73.9,32.2,67.0,,
Tamil Nadu,Coimbatore,2018.0,Soybean,87.2,83.5,79.3,,
Telangana,Nizamabad,2015.0,Pulses,82.3,88.4,38.3,,
Andhra Pradesh,Guntur,2021.0,Groundnut,76.8,75.0,56.2,,
Punjab,Patiala,2023.0,Pulses,87.6,78.8,87.1,,
Tamil Nadu,Thanjavur,2016.0,Rice,123.4,70.8,29.9,,
Telangana,Warangal,2021.0,Cotton,75.7,35.8,26.5,,
Punjab,Amritsar,2016.0,Maize,126.2,66.4,75.6,,
Telangana,Warangal,2018.0,Pulses,152.7,35.1,60.3,,
Maharashtra,Pune,2020.0,Pulses,46.9,29.8,73.3,,
Maharashtra,Nagpur,2015.0,Groundnut,66.5,30.9,41.3,,
Maharashtra,Nagpur,2019.0,Wheat,134.4,53.4,68.2,,
Andhra Pradesh,Krishna,2022.0,Groundnut,120.1,65.6,33.9,,
Maharashtra,Pune,2017.0,Pulses,49.5,38.5,86.3,,
Maharashtra,Nagpur,2019.0,Groundnut,147.1,37.7,59.3,,
Karnataka,Belgaum,2019.0,Soybean,155.4,25.7,67.1,,
Punjab,Ludhiana,2015.0,Sugarcane,83.6,79.4,29.5,,
Karnataka,Belgaum,2019.0,Maize,143.8,56.0,70.2,,
Punjab,Ludhiana,2023.0,Cotton,154.1,25.4,58.7,,
Maharashtra,Aurangabad,2020.0,Sugarcane,129.7,52.3,47.4,,
Maharashtra,Pune,2018.0,Rice,135.4,43.4,83.2,,
Tamil Nadu,Thanjavur,2015.0,Cotton,54.2,87.0,87.6,,
Karnataka,Mandya,2021.0,Cotton,99.6,23.7,30.5,,
Tamil Nadu,Thanjavur,2019.0,Sugarcane,89.5,36.1,77.0,,
Tamil Nadu,Coimbatore,2022.0,Groundnut,119.0,78.7,34.8,,
Punjab,Patiala,2020.0,Groundnut,48.6,36.2,76.3,,
Tamil Nadu,Coimbatore,2019.0,Pulses,97.2,71.7,68.5,,
Tamil Nadu,Coimbatore,2018.0,Sugarcane,101.8,81.8,65.0,,
Maharashtra,Nagpur,2015.0,Wheat,171.8,44.7,47.9,,
Andhra Pradesh,Guntur,2015.0,Cotton,121.7,67.1,50.2,,
Telangana,Nizamabad,2021.0,Pulses,101.8,26.6,79.1,,
Tamil Nadu,Thanjavur,2017.0,Groundnut,84.8,67.8,52.9,,
Telangana,Nizamabad,2020.0,Cotton,68.7,35.5,82.8,,
Maharashtra,Nagpur,2017.0,Groundnut,70.7,33.6,79.7,,
Punjab,Ludhiana,2022.0,Cotton,108.0,67.1,55.6,,
Telangana,Nizamabad,2020.0,Maize,140.4,38.8,49.6,,
Telangana,Adilabad,2020.0,Wheat,83.5,77.6,22.3,,
Tamil Nadu,Thanjavur,2020.0,Soybean,138.3,40.2,55.3,,
Telangana,Nizamabad,2018.0,Soybean,125.7,87.7,23.5,,
Punjab,Patiala,2018.0,Soybean,108.9,84.0,21.5,,
Tamil Nadu,Coimbatore,2019.0,Pulses,175.5,36.2,38.9,,
Maharashtra,Nagpur,2018.0,Pulses,103.7,34.1,73.2,,
Andhra Pradesh,Guntur,2020.0,Soybean,116.5,50.2,37.7,,
Karnataka,Belgaum,2020.0,Groundnut,168.3,53.2,63.9,,
Tamil Nadu,Thanjavur,2023.0,Pulses,93.2,42.8,77.5,,
Maharashtra,Nagpur,2021.0,Wheat,149.4,78.3,51.6,,
Punjab,Ludhiana,2022.0,Groundnut,65.9,20.0,65.4,,
Tamil Nadu,Thanjavur,2018.0,Pulses,61.5,46.1,60.5,,
Maharashtra,Aurangabad,2022.0,Soybean,69.8,34.7,33.2,,
Punjab,Patiala,2017.0,Wheat,44.7,87.2,84.2,,
Tamil Nadu,Madurai,2015.0,Rice,123.6,47.9,23.0,,
Karnataka,Belgaum,2018.0,Sugarcane,175.3,84.3,88.0,,
Andhra Pradesh,Guntur,2015.0,Sugarcane,152.5,32.3,35.8,,
Andhra Pradesh,Krishna,2021.0,Maize,110.0,63.9,49.2,,
Karnataka,Raichur,2016.0,Maize,56.9,29.6,39.8,,
Maharashtra,Nagpur,2021.0,Cotton,141.6,30.7,28.2,,
Punjab,Ludhiana,2020.0,Rice,91.5,32.9,42.1,,
Maharashtra,Pune,2019.0,Sugarcane,95.0,42.4,59.6,,
Karnataka,Belgaum,2018.0,Sugarcane,43.6,89.3,60.6,,
Telangana,Warangal,2015.0,Cotton,140.0,56.1,31.0,,
Karnataka,Mandya,2022.0,Cotton,177.6,31.8,33.7,,
Karnataka,Raichur,2023.0,Pulses,82.5,70.9,21.6,,
Punjab,Amritsar,2017.0,Wheat,61.6,43.4,29.0,,
Maharashtra,Aurangabad,2019.0,Maize,151.8,71.1,76.0,,
Maharashtra,Aurangabad,2019.0,Cotton,174.7,84.0,54.6,,
Andhra Pradesh,Krishna,2021.0,Sugarcane,136.5,53.0,39.5,,
Punjab,Amritsar,2022.0,Wheat,124.4,82.2,42.1,,
Karnataka,Mandya,2016.0,Rice,41.6,42.1,69.1,,
Telangana,Nizamabad,2021.0,Pulses,89.4,38.2,61.8,,
Punjab,Ludhiana,2021.0,Maize,172.3,57.9,25.1,,
Karnataka,Belgaum,2019.0,Pulses,131.3,24.4,50.5,,
Karnataka,Belgaum,2017.0,Cotton,45.9,59.6,67.0,,
Andhra Pradesh,Krishna,2022.0,Pulses,67.2,52.3,71.1,,
Tamil Nadu,Madurai,2023.0,Wheat,175.4,67.8,53.7,,
Andhra Pradesh,Krishna,2015.0,Rice,157.3,27.9,52.3,,
Punjab,Amritsar,2019.0,Pulses,46.0,61.6,25.2,,
Maharashtra,Nagpur,2020.0,Pulses,90.3,61.6,57.3,,
Andhra Pradesh,Prakasam,2021.0,Groundnut,157.3,77.4,73.7,,
Tamil Nadu,Madurai,2015.0,Maize,85.9,62.3,68.1,,
Karnataka,Mandya,2016.0,Pulses,162.4,45.6,68.8,,
Punjab,Ludhiana,2023.0,Maize,109.2,29.3,69.6,,
Maharashtra,Pune,2017.0,Cotton,121.1,80.2,29.9,,
Telangana,Nizamabad,2021.0,Cotton,173.7,68.2,29.9,,
Karnataka,Belgaum,2021.0,Wheat,141.7,28.2,43.8,,
Andhra Pradesh,Krishna,2020.0,Rice,153.9,48.2,48.5,,
Punjab,Ludhiana,2020.0,Cotton,53.6,79.5,22.5,,
Punjab,Patiala,2019.0,Rice,130.0,43.3,84.4,,
Andhra Pradesh,Krishna,2016.0,Pulses,67.9,56.8,49.8,,
Punjab,Amritsar,2019.0,Soybean,59.2,77.8,28.4,,
Punjab,Patiala,2020.0,Rice,164.0,36.6,59.5,,
Punjab,Patiala,2020.0,Cotton,163.3,64.0,54.3,,
Andhra Pradesh,Guntur,2020.0,Soybean,91.0,27.3,20.6,,
Karnataka,Mandya,2023.0,Cotton,109.7,32.3,89.6,,
Punjab,Amritsar,2018.0,Maize,89.0,37.3,38.5,,
Tamil Nadu,Madurai,2022.0,Wheat,155.5,78.2,45.0,,
Andhra Pradesh,Krishna,2021.0,Wheat,63.7,34.9,20.3,,
Karnataka,Mandya,2015.0,Rice,46.5,48.7,58.7,,
Telangana,Nizamabad,2018.0,Rice,109.7,57.1,44.7,,
Karnataka,Mandya,2016.0,Rice,137.3,36.5,88.9,,
Karnataka,Raichur,2023.0,Wheat,110.5,87.8,82.1,,
Tamil Nadu,Thanjavur,2018.0,Cotton,150.9,24.8,70.0,,
Punjab,Ludhiana,2020.0,Rice,110.0,83.2,49.1,,
Karnataka,Mandya,2020.0,Pulses,179.1,33.2,39.3,,
Karnataka,Raichur,2017.0,Wheat,113.8,56.1,43.0,,
Maharashtra,Aurangabad,2018.0,Sugarcane,164.1,40.1,20.8,,
Tamil Nadu,Madurai,2018.0,Cotton,85.0,30.2,21.0,,
Karnataka,Belgaum,2016.0,Maize,163.2,81.7,71.5,,
Karnataka,Raichur,2023.0,Wheat,130.3,77.6,59.9,,
Maharashtra,Aurangabad,2023.0,Soybean,136.3,61.3,50.6,,
Karnataka,Raichur,2015.0,Sugarcane,140.1,60.2,75.6,,
Karnataka,Mandya,2023.0,Wheat,131.9,42.2,20.2,,
Andhra Pradesh,Prakasam,2016.0,Rice,161.9,56.8,38.1,,
Punjab,Ludhiana,2020.0,Sugarcane,166.8,73.9,58.3,,
Karnataka,Belgaum,2015.0,Pulses,165.5,50.3,39.4,,
Karnataka,Mandya,2021.0,Rice,86.3,70.0,66.4,,
Tamil Nadu,Madurai,2016.0,Sugarcane,55.4,57.9,72.5,,
Maharashtra,Aurangabad,2021.0,Wheat,124.2,47.3,25.5,,
Punjab,Ludhiana,2015.0,Wheat,108.9,51.2,28.8,,
Karnataka,Belgaum,2022.0,Cotton,164.9,30.1,69.9,,
Telangana,Nizamabad,2018.0,Rice,49.3,79.5,70.1,,
Tamil Nadu,Madurai,2022.0,Rice,77.9,75.7,63.2,,
Karnataka,Belgaum,2020.0,Cotton,136.6,63.1,46.4,,
Karnataka,Raichur,2016.0,Groundnut,54.9,83.5,75.2,,
Maharashtra,Pune,2016.0,Rice,45.5,55.9,20.6,,
Tamil Nadu,Madurai,2022.0,Maize,79.9,71.8,68.7,,
Karnataka,Raichur,2023.0,Wheat,56.4,26.1,48.5,,
Karnataka,Mandya,2018.0,Wheat,85.2,26.8,28.7,,
Karnataka,Raichur,2015.0,Cotton,118.2,24.0,74.2,,
Karnataka,Mandya,2023.0,Sugarcane,108.9,30.2,48.8,,
Punjab,Patiala,2018.0,Wheat,96.9,78.8,69.3,,
Punjab,Patiala,2017.0,Wheat,62.6,83.2,59.3,,
Punjab,Amritsar,2016.0,Sugarcane,165.4,77.5,72.7,,
Karnataka,Belgaum,2019.0,Soybean,136.7,34.8,51.8,,
Andhra Pradesh,Prakasam,2018.0,Pulses,158.9,30.9,78.7,,
Karnataka,Belgaum,2020.0,Soybean,71.6,87.7,41.2,,
Andhra Pradesh,Guntur,2019.0,Rice,177.7,68.1,37.5,,
Karnataka,Raichur,2017.0,Maize,137.9,26.7,86.4,,
Maharashtra,Nagpur,2018.0,Groundnut,62.6,26.7,78.5,,
Andhra Pradesh,Prakasam,2015.0,Rice,43.1,72.5,75.9,,
Andhra Pradesh,Prakasam,2015.0,Soybean,137.0,52.7,72.1,,
Punjab,Patiala,2021.0,Pulses,56.7,28.9,88.2,,
Karnataka,Belgaum,2018.0,Cotton,43.1,44.6,57.8,,
Tamil Nadu,Thanjavur,2023.0,Groundnut,105.8,57.9,36.3,,
Telangana,Adilabad,2019.0,Groundnut,140.5,31.6,33.6,,
Telangana,Warangal,2023.0,Cotton,115.0,40.3,24.8,,
Telangana,Adilabad,2022.0,Sugarcane,170.8,56.2,66.3,,
Punjab,Patiala,2022.0,Sugarcane,118.2,83.8,38.7,,
