State,District,Crop_Year,Soil_Type,pH_Level,Organic_Carbon_%,Fertility_Level
Punjab,Ludhiana,2019,Loamy,7.22,0.59,Low
Tamil Nadu,Coimbatore,2023,Clay,7.69,0.51,High
Karnataka,Belgaum,2023,Loamy,7.12,0.48,Medium
Punjab,Ludhiana,2015,Loamy,6.85,0.7,High
Tamil Nadu,Thanjavur,2020,Loamy,6.4,1.09,Medium
Telangana,Adilabad,2021,Clay,6.71,0.91,High
Telangana,Warangal,2017,Alluvial,7.22,1.19,Low
Telangana,Warangal,2021,Alluvial,6.11,0.71,High
Karnataka,Mandya,2021,Loamy,5.72,0.37,Low
Punjab,Patiala,2016,Black,5.8,1.13,Low
Karnataka,Belgaum,2021,Black,5.98,1.1,High
Telangana,Warangal,2015,Red,6.3,0.39,High
Karnataka,Belgaum,2019,Black,6.86,1.02,Medium
Karnataka,Mandya,2023,Clay,5.84,0.48,Low
Maharashtra,Pune,2021,Loamy,5.5,0.51,Medium
Karnataka,Raichur,2021,Red,6.08,0.37,High
Punjab,Patiala,2016,Alluvial,7.51,1.01,Medium
Maharashtra,Pune,2022,Clay,6.11,1.14,Low
Maharashtra,Pune,2017,Alluvial,6.43,0.52,Medium
Karnataka,Raichur,2022,Alluvial,7.9,0.92,Medium
Andhra Pradesh,Prakasam,2017,Red,5.73,1.12,Medium
Tamil Nadu,Thanjavur,2021,Loamy,7.29,0.78,Low
Punjab,Amritsar,2016,Alluvial,6.28,0.88,Low
Karnataka,Belgaum,2018,Alluvial,7.77,0.9,Low
Telangana,Nizamabad,2020,Clay,7.5,0.65,Low
Telangana,Warangal,2023,Alluvial,6.64,0.46,Low
Telangana,Nizamabad,2019,Loamy,7.1,0.81,Low
Telangana,Nizamabad,2023,Black,7.49,0.49,Low
Punjab,Patiala,2019,Red,7.11,0.32,Medium
Andhra Pradesh,Guntur,2022,Alluvial,7.46,0.31,Medium
Telangana,Nizamabad,2015,Loamy,6.15,0.87,High
Tamil Nadu,Thanjavur,2021,Loamy,7.04,0.54,High
Tamil Nadu,Madurai,2018,Clay,7.25,0.8,High
Punjab,Patiala,2019,Loamy,7.57,0.84,Low
Karnataka,Raichur,2020,Clay,6.17,0.46,Medium
Tamil Nadu,Thanjavur,2019,Red,6.46,0.42,Low
Tamil Nadu,Thanjavur,2015,Alluvial,6.43,0.64,High
Punjab,Ludhiana,2023,Red,7.29,1.16,Low
Maharashtra,Aurangabad,2016,Loamy,6.87,0.81,Medium
Punjab,Ludhiana,2023,Black,8.0,0.86,Medium
Tamil Nadu,Madurai,2016,Red,6.78,0.39,High
Andhra Pradesh,Guntur,2023,Black,5.66,0.93,High
Karnataka,Mandya,2020,Black,7.68,0.63,Low
Maharashtra,Pune,2023,Red,6.14,1.07,Low
Telangana,Nizamabad,2020,Clay,5.68,0.66,Low
Maharashtra,Aurangabad,2020,Black,7.72,0.4,Low
Punjab,Patiala,2016,Alluvial,5.71,0.7,Low
Punjab,Ludhiana,2022,Loamy,6.73,0.73,High
Andhra Pradesh,Guntur,2017,Red,7.39,1.02,Low
Karnataka,Raichur,2021,Red,6.3,0.61,Medium
Tamil Nadu,Coimbatore,2019,Alluvial,6.24,0.8,Low
Karnataka,Raichur,2017,Loamy,7.55,0.55,Low
Tamil Nadu,Madurai,2015,Loamy,7.23,0.82,High
Karnataka,Mandya,2022,Loamy,6.87,0.44,High
Tamil Nadu,Thanjavur,2017,Alluvial,7.02,0.7,High
Karnataka,Raichur,2016,Alluvial,6.1,0.99,High
Telangana,Adilabad,2015,Alluvial,7.68,0.46,High
Andhra Pradesh,Guntur,2018,Black,5.92,0.45,High
Telangana,Nizamabad,2022,Alluvial,6.24,1.19,Low
Andhra Pradesh,Guntur,2017,Clay,7.75,1.04,Medium
Karnataka,Belgaum,2015,Clay,7.82,0.44,Low
Andhra Pradesh,Prakasam,2018,Clay,6.47,1.12,Low
Maharashtra,Pune,2023,Black,6.61,0.43,High
Punjab,Amritsar,2015,Black,5.69,1.12,Low
Maharashtra,Nagpur,2016,Black,7.53,0.86,High
Karnataka,Belgaum,2023,Loamy,7.92,0.88,Low
Tamil Nadu,Coimbatore,2016,Red,6.34,0.32,Medium
Karnataka,Belgaum,2017,Loamy,7.61,0.4,High
Karnataka,Belgaum,2021,Clay,6.31,0.36,Medium
Karnataka,Raichur,2017,Clay,5.77,1.13,High
Maharashtra,Pune,2023,Red,6.37,0.76,Low
Punjab,Patiala,2020,Black,7.23,0.48,Low
Tamil Nadu,Thanjavur,2017,Clay,5.72,0.96,High
Andhra Pradesh,Prakasam,2023,Loamy,5.68,0.7,Low
Punjab,Amritsar,2015,Red,6.25,1.05,Low
Karnataka,Mandya,2017,Clay,6.9,0.74,Medium
Maharashtra,Pune,2015,Black,5.72,0.47,Medium
Punjab,Ludhiana,2016,Red,6.38,1.11,High
Tamil Nadu,Thanjavur,2022,Black,7.63,1.2,High
Andhra Pradesh,Prakasam,2021,Loamy,6.05,0.48,Low
Telangana,Adilabad,2016,Black,5.83,0.33,Low
Tamil Nadu,Thanjavur,2016,Clay,7.48,0.72,High
Maharashtra,Nagpur,2023,Red,6.21,0.91,Medium
Tamil Nadu,Thanjavur,2020,Loamy,7.56,0.45,High
Andhra Pradesh,Guntur,2019,Red,7.36,1.19,Medium
Tamil Nadu,Coimbatore,2020,Black,6.21,1.06,High
Maharashtra,Pune,2023,Alluvial,7.04,0.69,Low
Maharashtra,Aurangabad,2021,Loamy,5.97,0.69,Medium
Punjab,Patiala,2023,Loamy,6.2,0.51,Medium
Tamil Nadu,Thanjavur,2018,Alluvial,6.6,0.44,Low
Andhra Pradesh,Krishna,2016,Black,6.13,1.06,Medium
Tamil Nadu,Coimbatore,2022,Red,6.53,1.05,High
Maharashtra,Nagpur,2018,Alluvial,7.4,0.42,Medium
Tamil Nadu,Madurai,2023,Clay,6.52,0.52,Low
Maharashtra,Nagpur,2018,Clay,6.9,1.03,Medium
Karnataka,Mandya,2022,Red,7.45,0.63,Low
Maharashtra,Aurangabad,2023,Loamy,6.07,0.67,Low
Karnataka,Raichur,2023,Red,7.28,1.17,Low
Andhra Pradesh,Guntur,2018,Loamy,6.46,0.4,High
Telangana,Warangal,2015,Alluvial,7.35,1.12,High
Punjab,Amritsar,2017,Loamy,5.95,0.75,Medium
Maharashtra,Aurangabad,2023,Loamy,6.62,0.48,High
Andhra Pradesh,Prakasam,2018,Black,7.46,0.41,Medium
Telangana,Adilabad,2019,Alluvial,6.52,0.61,High
Maharashtra,Nagpur,2021,Clay,5.99,0.45,High
Karnataka,Raichur,2019,Red,6.23,0.79,Medium
Tamil Nadu,Coimbatore,2018,Clay,7.88,0.76,Low
Maharashtra,Pune,2016,Clay,5.9,0.64,High
Andhra Pradesh,Guntur,2016,Alluvial,6.24,0.79,Low
Andhra Pradesh,Guntur,2018,Black,6.35,0.3,High
Karnataka,Raichur,2023,Clay,6.32,0.62,High
Punjab,Ludhiana,2022,Loamy,6.45,0.91,Medium
Karnataka,Mandya,2017,Red,6.32,0.48,High
Punjab,Ludhiana,2023,Loamy,7.39,1.09,Medium
Telangana,Nizamabad,2019,Loamy,6.02,0.32,Medium
Karnataka,Belgaum,2017,Clay,5.91,0.43,High
Karnataka,Mandya,2019,Black,5.55,1.15,Low
Karnataka,Raichur,2018,Loamy,6.04,0.94,Low
Telangana,Nizamabad,2022,Black,7.95,1.01,High
Maharashtra,Aurangabad,2019,Black,5.87,0.44,High
Andhra Pradesh,Guntur,2022,Black,7.91,0.97,High
Andhra Pradesh,Guntur,2023,Black,6.56,0.89,Medium
Punjab,Ludhiana,2018,Alluvial,6.26,0.75,Medium
Andhra Pradesh,Krishna,2021,Red,6.7,1.02,Medium
Telangana,Nizamabad,2016,Black,6.9,1.03,Medium
Telangana,Adilabad,2020,Red,5.64,0.75,Medium
Karnataka,Raichur,2022,Alluvial,6.61,0.47,Low
Maharashtra,Pune,2021,Black,7.54,0.64,Low
Maharashtra,Nagpur,2021,Clay,7.17,1.18,Low
Andhra Pradesh,Guntur,2022,Loamy,5.97,0.38,High
Karnataka,Raichur,2021,Alluvial,7.85,0.85,High
Maharashtra,Pune,2019,Black,5.91,0.83,Medium
Telangana,Nizamabad,2021,Red,7.4,0.93,Low
Karnataka,Raichur,2017,Black,6.5,1.0,Low
Maharashtra,Aurangabad,2019,Loamy,7.46,0.55,Medium
Punjab,Patiala,2021,Black,6.92,0.88,Low
Telangana,Warangal,2023,Clay,7.3,1.1,Medium
Punjab,Patiala,2016,Black,7.84,0.97,Medium
Maharashtra,Nagpur,2018,Loamy,7.59,0.34,Low
Tamil Nadu,Coimbatore,2021,Red,5.62,0.77,Medium
Telangana,Adilabad,2015,Alluvial,5.6,0.67,High
Telangana,Nizamabad,2016,Clay,7.89,0.79,Medium
Andhra Pradesh,Guntur,2023,Clay,7.03,0.67,Low
Andhra Pradesh,Guntur,2021,Red,7.56,0.85,High
Tamil Nadu,Thanjavur,2021,Clay,6.81,0.69,Low
Tamil Nadu,Coimbatore,2020,Loamy,5.93,0.81,High
Telangana,Nizamabad,2017,Red,7.35,0.99,High
Punjab,Amritsar,2017,Loamy,7.99,0.67,Medium
Telangana,Adilabad,2016,Black,7.9,0.34,Medium
Karnataka,Raichur,2020,Clay,5.59,1.12,Medium
Maharashtra,Pune,2018,Red,7.1,0.32,Medium
Tamil Nadu,Thanjavur,2019,Red,7.77,0.53,Low
Tamil Nadu,Madurai,2017,Black,7.99,0.55,High
Tamil Nadu,Thanjavur,2020,Alluvial,6.06,0.4,Medium
Karnataka,Raichur,2017,Red,7.23,1.06,Medium
Karnataka,Mandya,2022,Alluvial,7.44,0.93,Low
Maharashtra,Pune,2023,Black,7.82,1.02,Low
Karnataka,Raichur,2018,Clay,5.83,0.37,High
Karnataka,Mandya,2023,Clay,7.21,1.11,Medium
Telangana,Nizamabad,2021,Black,5.94,0.92,Low
Karnataka,Mandya,2017,Black,5.7,0.52,Low
Tamil Nadu,Thanjavur,2021,Alluvial,7.08,0.99,Medium
Telangana,Nizamabad,2015,Loamy,6.9,0.98,Low
Tamil Nadu,Madurai,2017,Red,7.92,0.75,Low
Karnataka,Belgaum,2020,Clay,6.98,0.66,Medium
Tamil Nadu,Coimbatore,2018,Black,7.71,0.74,High
Telangana,Adilabad,2021,Alluvial,6.78,0.39,High
Punjab,Patiala,2017,Alluvial,5.93,1.13,High
Karnataka,Mandya,2015,Black,5.8,0.31,High
Punjab,Amritsar,2023,Loamy,7.25,0.87,Medium
Karnataka,Mandya,2020,Loamy,7.28,0.78,Low
Telangana,Warangal,2022,Loamy,6.02,0.8,Low
Karnataka,Belgaum,2017,Clay,6.68,0.96,Medium
Andhra Pradesh,Guntur,2022,Clay,7.13,0.7,Low
Karnataka,Belgaum,2016,Loamy,5.52,0.7,Medium
Andhra Pradesh,Krishna,2018,Clay,7.19,0.56,High
Punjab,Patiala,2017,Red,6.42,0.42,Low
Telangana,Nizamabad,2015,Red,6.19,1.17,Medium
Andhra Pradesh,Guntur,2021,Loamy,5.9,0.38,High
Maharashtra,Pune,2016,Clay,6.81,0.38,Low
Tamil Nadu,Coimbatore,2018,Alluvial,6.73,0.66,High
Andhra Pradesh,Prakasam,2023,Red,7.56,0.62,Medium
Andhra Pradesh,Guntur,2020,Loamy,6.11,1.12,High
Karnataka,Belgaum,2022,Loamy,6.12,0.85,Medium
Tamil Nadu,Coimbatore,2016,Loamy,7.22,0.8,Medium
Karnataka,Belgaum,2021,Alluvial,6.77,1.02,High
Telangana,Adilabad,2020,Clay,7.96,0.75,Low
Maharashtra,Nagpur,2023,Red,7.25,0.44,Medium
Punjab,Patiala,2021,Clay,6.94,1.01,High
Andhra Pradesh,Krishna,2015,Black,7.82,0.33,Low
Andhra Pradesh,Prakasam,2022,Clay,7.95,0.37,Medium
Maharashtra,Aurangabad,2017,Alluvial,5.63,0.51,High
Andhra Pradesh,Krishna,2016,Red,6.19,0.43,Medium
Andhra Pradesh,Guntur,2017,Loamy,6.73,0.86,Low
Punjab,Ludhiana,2020,Clay,7.15,0.83,Low
Andhra Pradesh,Prakasam,2017,Alluvial,6.18,1.02,Medium
Maharashtra,Pune,2019,Loamy,6.32,0.38,Low
Andhra Pradesh,Krishna,2020,Black,6.77,0.38,High
Karnataka,Raichur,2022,Loamy,7.9,1.0,High
Tamil Nadu,Thanjavur,2021,Clay,5.89,0.8,High
Punjab,Amritsar,2022,Red,6.73,0.58,High
Tamil Nadu,Madurai,2017,Clay,6.17,1.16,Low
Tamil Nadu,Madurai,2018,Alluvial,7.16,0.46,Medium
Punjab,Amritsar,2020,Alluvial,6.85,0.86,Low
Tamil Nadu,Coimbatore,2021,Loamy,7.64,1.1,Medium
Punjab,Patiala,2023,Red,6.45,0.73,Medium
Tamil Nadu,Coimbatore,2015,Black,5.58,0.54,Low
Tamil Nadu,Thanjavur,2022,Clay,6.43,0.56,Medium
Punjab,Amritsar,2022,Alluvial,6.4,0.64,High
Punjab,Ludhiana,2020,Clay,6.73,1.05,Medium
Andhra Pradesh,Prakasam,2018,Black,6.07,0.96,Low
Karnataka,Mandya,2017,Alluvial,6.73,1.08,High
Punjab,Patiala,2017,Black,6.72,0.89,Medium
Andhra Pradesh,Guntur,2020,Black,6.45,0.95,High
Tamil Nadu,Madurai,2022,Red,6.19,1.11,Medium
Maharashtra,Nagpur,2021,Black,7.68,0.76,High
Karnataka,Mandya,2015,Black,6.46,0.44,High
Andhra Pradesh,Prakasam,2020,Clay,6.98,1.16,Medium
Andhra Pradesh,Prakasam,2021,Loamy,6.73,0.68,Medium
Karnataka,Mandya,2021,Clay,7.47,0.88,Medium
Punjab,Amritsar,2023,Clay,7.16,0.86,Medium
Tamil Nadu,Madurai,2019,Loamy,6.69,1.16,Low
Tamil Nadu,Madurai,2015,Alluvial,6.51,0.55,Low
Punjab,Patiala,2016,Black,5.82,0.94,Low
Andhra Pradesh,Prakasam,2018,Red,6.33,1.05,High
Andhra Pradesh,Guntur,2019,Black,7.39,0.3,High
Punjab,Ludhiana,2023,Red,7.23,0.4,Medium
Tamil Nadu,Coimbatore,2015,Black,6.57,0.53,High
Karnataka,Raichur,2017,Clay,7.85,1.07,Medium
Telangana,Warangal,2019,Loamy,6.36,0.8,High
Karnataka,Belgaum,2017,Red,7.23,0.45,Medium
Tamil Nadu,Thanjavur,2018,Alluvial,7.75,1.04,Low
Maharashtra,Nagpur,2017,Red,7.42,0.57,Low
Punjab,Ludhiana,2018,Clay,5.64,0.51,Low
Karnataka,Raichur,2015,Black,6.1,0.47,Medium
Maharashtra,Pune,2022,Loamy,5.89,1.03,Low
Tamil Nadu,Madurai,2018,Clay,7.78,1.04,Medium
Andhra Pradesh,Krishna,2021,Clay,6.16,1.03,High
Andhra Pradesh,Guntur,2016,Clay,6.51,0.85,Medium
Maharashtra,Nagpur,2016,Black,7.98,0.57,Low
Andhra Pradesh,Guntur,2020,Clay,7.34,0.49,Low
Maharashtra,Aurangabad,2016,Loamy,7.09,0.67,Low
Karnataka,Mandya,2020,Clay,7.7,0.42,Medium
Punjab,Patiala,2016,Red,6.04,1.13,High
Tamil Nadu,Thanjavur,2018,Red,5.78,1.12,Low
Telangana,Adilabad,2021,Clay,6.93,1.13,High
Andhra Pradesh,Prakasam,2022,Red,6.41,0.58,Medium
Telangana,Adilabad,2017,Black,6.82,0.92,High
Andhra Pradesh,Krishna,2023,Loamy,7.98,0.74,Medium
Telangana,Adilabad,2016,Loamy,6.85,0.94,Low
Punjab,Amritsar,2022,Alluvial,5.88,0.96,Medium
Punjab,Amritsar,2022,Red,6.76,0.76,Medium
Tamil Nadu,Thanjavur,2018,Alluvial,6.48,0.94,Low
Punjab,Ludhiana,2015,Loamy,7.58,0.43,Medium
Tamil Nadu,Thanjavur,2015,Red,7.79,0.9,Medium
Telangana,Warangal,2016,Clay,6.69,1.07,High
Karnataka,Mandya,2023,Clay,7.26,0.96,Medium
Andhra Pradesh,Prakasam,2016,Alluvial,6.51,0.37,High
Punjab,Ludhiana,2016,Red,7.54,1.02,Low
Maharashtra,Aurangabad,2020,Black,6.92,0.78,Medium
Karnataka,Mandya,2021,Clay,5.66,1.05,High
Tamil Nadu,Coimbatore,2021,Red,5.98,0.7,Medium
Maharashtra,Nagpur,2023,Loamy,6.67,1.03,Medium
Punjab,Patiala,2020,Alluvial,7.08,0.82,Low
Telangana,Warangal,2022,Red,7.05,0.43,Medium
Tamil Nadu,Thanjavur,2020,Black,5.86,0.53,Low
Andhra Pradesh,Prakasam,2016,Clay,7.21,0.5,Medium
Punjab,Ludhiana,2015,Loamy,6.34,1.03,High
Punjab,Ludhiana,2019,Clay,6.89,0.69,Medium
Maharashtra,Pune,2023,Clay,6.24,0.61,Medium
Tamil Nadu,Madurai,2022,Black,5.65,0.69,High
Tamil Nadu,Madurai,2018,Red,6.9,0.8,Medium
Andhra Pradesh,Guntur,2019,Clay,5.79,1.18,High
Punjab,Amritsar,2019,Clay,7.23,0.45,Low
Maharashtra,Pune,2020,Red,7.79,0.33,Low
Punjab,Ludhiana,2017,Red,7.98,0.49,High
Andhra Pradesh,Krishna,2019,Loamy,5.93,0.34,Medium
Telangana,Nizamabad,2016,Clay,5.99,0.94,Low
Maharashtra,Pune,2015,Alluvial,7.37,1.06,High
Maharashtra,Nagpur,2015,Black,7.66,1.06,Medium
Andhra Pradesh,Prakasam,2021,Loamy,7.17,0.31,Low
Maharashtra,Aurangabad,2016,Black,7.87,0.91,Medium
Karnataka,Raichur,2018,Red,6.62,0.44,High
Maharashtra,Pune,2019,Alluvial,5.78,0.77,Medium
Andhra Pradesh,Krishna,2021,Black,6.43,0.63,Low
Punjab,Amritsar,2016,Black,6.51,1.12,High
Telangana,Nizamabad,2020,Alluvial,6.97,0.71,Low
Punjab,Ludhiana,2015,Alluvial,6.29,0.78,High
Karnataka,Belgaum,2021,Black,6.41,0.46,Low
Maharashtra,Pune,2023,Black,6.06,0.95,High
Karnataka,Raichur,2019,Clay,5.81,0.65,High
Maharashtra,Nagpur,2019,Black,5.8,0.48,High
Telangana,Nizamabad,2018,Alluvial,5.67,0.96,Low
Karnataka,Raichur,2017,Red,5.71,0.92,Medium
Andhra Pradesh,Krishna,2023,Clay,6.21,0.82,Low
Karnataka,Raichur,2019,Alluvial,6.27,0.97,Low
Telangana,Nizamabad,2022,Red,7.66,1.01,High
Karnataka,Mandya,2023,Black,6.52,1.0,High
Karnataka,Mandya,2019,Clay,7.57,0.66,Medium
Punjab,Ludhiana,2023,Red,7.14,0.85,High
Telangana,Adilabad,2016,Red,6.28,1.19,High
Tamil Nadu,Thanjavur,2023,Red,6.79,0.77,Medium
Andhra Pradesh,Prakasam,2018,Red,6.51,0.75,Medium
Karnataka,Mandya,2020,Loamy,5.88,0.84,High
Maharashtra,Pune,2020,Red,5.64,0.37,High
Andhra Pradesh,Krishna,2020,Alluvial,5.52,0.66,High
Maharashtra,Pune,2016,Red,6.84,0.91,High
Karnataka,Raichur,2021,Red,7.81,0.97,Medium
Tamil Nadu,Madurai,2020,Red,5.89,0.45,High
Andhra Pradesh,Guntur,2015,Red,5.66,0.31,High
Maharashtra,Nagpur,2016,Clay,6.82,0.45,High
Maharashtra,Nagpur,2021,Red,6.4,1.1,High
Maharashtra,Nagpur,2015,Alluvial,6.49,0.6,Low
Karnataka,Raichur,2015,Loamy,5.83,0.35,Low
Tamil Nadu,Madurai,2015,Black,6.98,0.96,Low
Punjab,Patiala,2022,Red,7.23,0.95,Low
Tamil Nadu,Madurai,2018,Clay,7.05,0.48,Medium
Telangana,Adilabad,2018,Red,6.09,1.06,Low
Andhra Pradesh,Prakasam,2016,Black,5.91,1.06,Medium
Maharashtra,Pune,2015,Clay,7.79,0.48,High
Punjab,Ludhiana,2023,Loamy,7.83,0.92,Medium
Andhra Pradesh,Krishna,2021,Alluvial,5.82,0.53,Medium
Andhra Pradesh,Guntur,2018,Red,6.35,0.39,High
Maharashtra,Aurangabad,2020,Red,6.73,0.43,High
Punjab,Ludhiana,2016,Red,6.59,0.87,Low
Tamil Nadu,Thanjavur,2021,Black,5.92,0.91,Low
Andhra Pradesh,Krishna,2016,Black,5.98,0.75,High
Telangana,Warangal,2022,Clay,5.69,0.46,Low
Punjab,Amritsar,2022,Black,6.69,0.98,Low
Andhra Pradesh,Guntur,2015,Alluvial,7.66,1.02,Medium
Andhra Pradesh,Prakasam,2022,Loamy,6.97,0.71,Medium
Tamil Nadu,Coimbatore,2016,Black,7.28,0.8,Low
Telangana,Nizamabad,2020,Clay,7.32,0.83,Medium
Maharashtra,Aurangabad,2015,Loamy,7.92,0.66,Medium
Andhra Pradesh,Prakasam,2019,Red,6.57,1.12,Medium
Karnataka,Mandya,2021,Clay,6.43,0.42,Medium
Punjab,Ludhiana,2015,Black,6.46,0.94,Low
Telangana,Adilabad,2016,Black,6.9,0.59,Low
Andhra Pradesh,Krishna,2021,Black,6.68,1.14,High
Telangana,Nizamabad,2020,Red,6.13,1.06,Low
Telangana,Nizamabad,2017,Red,6.93,0.44,Medium
Maharashtra,Aurangabad,2016,Alluvial,7.88,0.44,Low
Telangana,Adilabad,2018,Black,6.98,0.81,Low
Punjab,Amritsar,2017,Black,6.62,0.34,High
Andhra Pradesh,Prakasam,2021,Red,5.99,0.97,Medium
Karnataka,Belgaum,2022,Black,6.77,0.36,Medium
Tamil Nadu,Thanjavur,2016,Loamy,7.75,1.02,High
Andhra Pradesh,Krishna,2021,Red,7.4,0.37,High
Tamil Nadu,Thanjavur,2022,Loamy,6.85,0.73,High
Tamil Nadu,Coimbatore,2020,Loamy,5.72,0.97,Low
Karnataka,Belgaum,2020,Loamy,5.92,0.86,High
Tamil Nadu,Madurai,2015,Black,6.1,0.74,High
Andhra Pradesh,Krishna,2018,Alluvial,6.05,0.88,High
Punjab,Patiala,2015,Black,7.68,0.58,Low
Tamil Nadu,Thanjavur,2018,Clay,5.58,0.51,Low
Andhra Pradesh,Prakasam,2016,Clay,6.9,0.33,High
Maharashtra,Nagpur,2019,Red,7.97,0.78,High
Punjab,Patiala,2023,Loamy,6.56,0.68,Low
Punjab,Patiala,2017,Alluvial,6.34,0.75,Medium
Andhra Pradesh,Prakasam,2022,Red,6.68,0.44,High
Andhra Pradesh,Krishna,2017,Red,6.14,1.08,High
Maharashtra,Nagpur,2020,Clay,6.44,1.14,High
Maharashtra,Aurangabad,2018,Red,5.89,0.88,Medium
Telangana,Warangal,2022,Red,7.64,0.97,Medium
Tamil Nadu,Coimbatore,2020,Alluvial,7.85,0.58,Low
Andhra Pradesh,Prakasam,2022,Loamy,7.82,0.34,High
Maharashtra,Nagpur,2015,Clay,7.82,0.37,Low
Maharashtra,Nagpur,2020,Clay,7.62,0.61,High
Karnataka,Raichur,2015,Black,6.26,0.76,Low
Punjab,Amritsar,2015,Alluvial,6.69,0.87,Low
Tamil Nadu,Coimbatore,2022,Clay,6.54,0.7,Medium
Karnataka,Belgaum,2021,Alluvial,6.2,0.51,High
Andhra Pradesh,Guntur,2017,Black,7.53,1.01,High
Maharashtra,Pune,2020,Loamy,7.58,0.76,Medium
Tamil Nadu,Madurai,2023,Red,6.75,0.86,Medium
Punjab,Patiala,2021,Red,7.75,1.02,High
Tamil Nadu,Thanjavur,2017,Red,6.06,1.07,Medium
Andhra Pradesh,Prakasam,2020,Alluvial,7.92,1.01,Medium
Tamil Nadu,Madurai,2018,Loamy,7.51,0.82,High
Maharashtra,Pune,2017,Black,7.06,0.73,Low
Andhra Pradesh,Krishna,2023,Alluvial,7.21,0.39,Medium
Andhra Pradesh,Prakasam,2016,Red,5.63,1.14,Low
Punjab,Patiala,2015,Alluvial,7.08,0.73,High
Maharashtra,Aurangabad,2016,Clay,6.59,0.95,Medium
Tamil Nadu,Madurai,2021,Red,6.05,0.61,Medium
Maharashtra,Nagpur,2015,Red,7.84,1.17,Low
Telangana,Nizamabad,2020,Black,5.52,0.47,Medium
Maharashtra,Nagpur,2021,Loamy,6.85,0.98,Medium
Tamil Nadu,Thanjavur,2023,Clay,7.53,0.32,Low
Maharashtra,Aurangabad,2022,Clay,7.13,1.16,High
Telangana,Adilabad,2020,Loamy,7.16,0.86,Medium
Telangana,Adilabad,2017,Black,7.19,0.8,High
Andhra Pradesh,Guntur,2022,Alluvial,7.44,0.99,High
Maharashtra,Pune,2021,Alluvial,7.8,0.62,Medium
Telangana,Warangal,2017,Loamy,7.63,0.39,Medium
Andhra Pradesh,Guntur,2023,Black,6.11,0.48,High
Karnataka,Mandya,2016,Red,6.31,0.44,Low
Karnataka,Raichur,2017,Loamy,5.89,0.54,High
Karnataka,Mandya,2016,Black,6.5,1.17,Low
Telangana,Warangal,2015,Clay,5.54,0.96,Low
Tamil Nadu,Coimbatore,2018,Red,7.19,0.57,Low
Andhra Pradesh,Guntur,2019,Clay,6.07,1.04,Low
Maharashtra,Aurangabad,2020,Red,6.81,0.59,Medium
Telangana,Nizamabad,2019,Alluvial,7.53,0.96,High
Telangana,Nizamabad,2015,Red,6.78,0.67,Medium
Telangana,Adilabad,2017,Alluvial,7.52,0.61,Medium
Telangana,Nizamabad,2015,Red,6.73,0.95,Medium
Tamil Nadu,Coimbatore,2019,Black,6.65,1.19,High
Punjab,Ludhiana,2019,Red,5.92,0.72,High
Tamil Nadu,Madurai,2020,Black,7.07,0.52,High
Andhra Pradesh,Krishna,2022,Loamy,5.99,0.8,High
Maharashtra,Aurangabad,2015,Loamy,6.7,0.92,Medium
Maharashtra,Pune,2018,Alluvial,7.52,0.4,High
Maharashtra,Aurangabad,2015,Loamy,6.89,0.91,Medium
Punjab,Ludhiana,2023,Red,5.51,0.89,High
Tamil Nadu,Thanjavur,2021,Red,5.65,1.01,Low
Tamil Nadu,Coimbatore,2021,Alluvial,5.77,1.01,Medium
Maharashtra,Pune,2019,Loamy,6.79,0.56,Medium
Karnataka,Raichur,2021,Black,6.73,1.18,Low
Karnataka,Mandya,2016,Alluvial,6.14,0.58,High
Telangana,Nizamabad,2018,Loamy,7.66,0.74,High
Karnataka,Mandya,2021,Loamy,7.62,0.46,Medium
Maharashtra,Aurangabad,2017,Alluvial,7.91,0.43,High
Telangana,Warangal,2016,Clay,7.04,0.83,High
Andhra Pradesh,Krishna,2016,Clay,6.36,0.46,Low
Punjab,Amritsar,2015,Alluvial,6.98,1.19,Low
Karnataka,Belgaum,2019,Alluvial,6.63,0.77,Medium
Andhra Pradesh,Krishna,2020,Alluvial,6.62,1.13,Low
Maharashtra,Aurangabad,2020,Loamy,7.24,0.68,Medium
Punjab,Ludhiana,2023,Clay,7.38,0.58,Low
Andhra Pradesh,Prakasam,2018,Loamy,6.74,1.05,Low
Andhra Pradesh,Krishna,2015,Loamy,6.35,0.77,High
Maharashtra,Aurangabad,2020,Red,7.06,0.61,High
Andhra Pradesh,Prakasam,2019,Red,7.04,0.65,High
Punjab,Patiala,2020,Black,6.64,1.1,High
Punjab,Amritsar,2017,Black,5.9,1.19,Medium
Andhra Pradesh,Krishna,2016,Red,6.91,0.98,High
Telangana,Adilabad,2020,Black,7.59,0.72,High
Andhra Pradesh,Krishna,2015,Loamy,7.18,0.45,High
Karnataka,Belgaum,2021,Clay,5.86,0.89,Medium
Telangana,Warangal,2021,Clay,7.36,0.65,Low
Punjab,Ludhiana,2021,Loamy,6.18,0.98,Low
Maharashtra,Aurangabad,2015,Loamy,6.95,0.45,Low
Tamil Nadu,Madurai,2018,Loamy,7.26,1.15,Medium
Tamil Nadu,Coimbatore,2021,Black,6.97,1.04,Medium
Tamil Nadu,Thanjavur,2023,Red,6.74,0.57,Medium
Telangana,Adilabad,2019,Red,6.21,1.06,Medium
Andhra Pradesh,Guntur,2016,Alluvial,7.46,0.33,Low
Karnataka,Mandya,2021,Alluvial,5.54,1.01,Medium
Telangana,Warangal,2015,Black,5.68,0.48,Medium
