State,District,Crop_Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha
Tamil Nadu,Thanjavur,2017.0,Kharif,Wheat,80322.58,344715.92,4.29
Maharashtra,Nagpur,2020.0,Summer,Rice,103447.09,385197.43,3.72
Telangana,Warangal,2022.0,Summer,Cotton,23267.23,98776.86,4.25
Andhra Pradesh,Krishna,2015.0,Summer,Wheat,77899.83,326954.21,4.2
Karnataka,Belgaum,2019.0,Rabi,Maize,52963.33,108501.56,2.05
Andhra Pradesh,Guntur,2021.0,Rabi,Groundnut,51923.95,176360.17,3.4
Telangana,Nizamabad,2020.0,Summer,Cotton,9194.0,18084.38,1.97
Telangana,Nizamabad,2017.0,Rabi,Maize,42148.75,148396.89,3.52
Andhra Pradesh,Krishna,2015.0,Kharif,Rice,78968.57,192812.53,2.44
Tamil Nadu,Madurai,2019.0,Kharif,Sugarcane,107806.37,181531.36,1.68
Punjab,Patiala,2020.0,Kharif,Sugarcane,10666.08,24959.26,2.34
Andhra Pradesh,Prakasam,2018.0,Summer,Cotton,113291.01,345138.13,3.05
Tamil Nadu,Madurai,2017.0,Kharif,Pulses,35474.79,53628.25,1.51
Telangana,Warangal,2015.0,Summer,Rice,58826.59,105215.93,1.79
Tamil Nadu,Thanjavur,2020.0,Summer,Cotton,85799.49,190867.7,2.22
Telangana,Adilabad,2018.0,Summer,Pulses,61294.67,157147.09,2.56
Punjab,Amritsar,2022.0,Kharif,Groundnut,19636.49,50483.52,2.57
Telangana,Adilabad,2023.0,Rabi,Soybean,111576.51,263800.53,2.36
Andhra Pradesh,Guntur,2021.0,Rabi,Groundnut,17161.57,71631.46,4.17
Telangana,Nizamabad,2017.0,Summer,Cotton,74829.89,152480.59,2.04
Karnataka,Mandya,2020.0,Kharif,Maize,11769.95,40312.14,3.43
Telangana,Adilabad,2018.0,Summer,Cotton,70480.31,198049.12,2.81
Maharashtra,Aurangabad,2017.0,Summer,Soybean,107538.44,423386.2,3.94
Maharashtra,Nagpur,2016.0,Summer,Cotton,100604.84,332907.8,3.31
Tamil Nadu,Thanjavur,2016.0,Rabi,Cotton,84195.43,153987.27,1.83
Maharashtra,Pune,2020.0,Summer,Cotton,41231.7,144470.62,3.5
Andhra Pradesh,Krishna,2016.0,Kharif,Maize,53463.58,188192.95,3.52
Telangana,Warangal,2020.0,Summer,Groundnut,73774.6,120811.4,1.64
Karnataka,Belgaum,2021.0,Kharif,Sugarcane,33886.34,72746.24,2.15
Punjab,Amritsar,2017.0,Kharif,Sugarcane,91106.1,290654.1,3.19
Maharashtra,Aurangabad,2017.0,Rabi,Wheat,22975.66,86858.16,3.78
Karnataka,Mandya,2017.0,Rabi,Rice,23992.25,99989.44,4.17
Maharashtra,Pune,2017.0,Rabi,Cotton,58108.79,95349.08,1.64
Karnataka,Raichur,2020.0,Summer,Pulses,81895.24,148989.61,1.82
Tamil Nadu,Thanjavur,2020.0,Summer,Cotton,30075.44,46400.21,1.54
Tamil Nadu,Thanjavur,2021.0,Summer,Rice,29346.24,129898.45,4.43
Punjab,Patiala,2022.0,Summer,Groundnut,112160.13,465927.36,4.15
Punjab,Amritsar,2021.0,Summer,Soybean,18868.49,37682.18,2.0
Karnataka,Belgaum,2015.0,Summer,Pulses,32752.86,76073.53,2.32
Maharashtra,Aurangabad,2017.0,Kharif,Cotton,86849.85,343937.23,3.96
Punjab,Patiala,2019.0,Summer,Groundnut,112901.56,430569.73,3.81
Punjab,Amritsar,2018.0,Summer,Groundnut,43283.15,125374.76,2.9
Maharashtra,Nagpur,2023.0,Kharif,Soybean,47141.85,182100.67,3.86
Maharashtra,Pune,2020.0,Rabi,Groundnut,110008.7,299791.78,2.73
Maharashtra,Nagpur,2018.0,Summer,Rice,86114.0,244831.57,2.84
Punjab,Ludhiana,2021.0,Summer,Maize,89727.8,273446.48,3.05
Karnataka,Mandya,2017.0,Kharif,Wheat,26161.33,108880.98,4.16
Punjab,Ludhiana,2020.0,Rabi,Sugarcane,60195.07,196453.86,3.26
Punjab,Patiala,2017.0,Rabi,Cotton,31433.0,84538.94,2.69
Andhra Pradesh,Krishna,2017.0,Rabi,Wheat,112607.08,272582.87,2.42
Andhra Pradesh,Guntur,2023.0,Kharif,Pulses,13910.02,53834.92,3.87
Telangana,Warangal,2015.0,Kharif,Maize,76292.37,160286.32,2.1
Karnataka,Mandya,2018.0,Summer,Sugarcane,74702.74,149299.91,2.0
Karnataka,Belgaum,2019.0,Kharif,Rice,70293.07,294760.62,4.19
Tamil Nadu,Coimbatore,2021.0,Rabi,Rice,82840.17,290176.21,3.5
Punjab,Ludhiana,2022.0,Summer,Rice,66927.16,143040.27,2.14
Karnataka,Belgaum,2022.0,Rabi,Pulses,84009.38,132074.65,1.57
Maharashtra,Aurangabad,2019.0,Rabi,Maize,50912.44,226134.03,4.44
Maharashtra,Aurangabad,2023.0,Summer,Sugarcane,30527.82,130898.86,4.29
Andhra Pradesh,Prakasam,2023.0,Kharif,Sugarcane,51974.59,102717.76,1.98
Karnataka,Raichur,2015.0,Summer,Soybean,65878.41,165102.55,2.51
Telangana,Adilabad,2022.0,Kharif,Groundnut,96167.04,253016.52,2.63
Tamil Nadu,Thanjavur,2020.0,Kharif,Cotton,56511.48,222872.97,3.94
Maharashtra,Nagpur,2021.0,Summer,Sugarcane,111008.37,439605.68,3.96
Tamil Nadu,Madurai,2015.0,Rabi,Maize,88680.39,204979.91,2.31
Telangana,Warangal,2019.0,Rabi,Cotton,105652.44,468507.61,4.43
Maharashtra,Pune,2020.0,Kharif,Wheat,16514.96,72157.86,4.37
Tamil Nadu,Madurai,2023.0,Kharif,Groundnut,10542.68,27782.97,2.64
Tamil Nadu,Coimbatore,2023.0,Summer,Maize,49403.04,183604.87,3.72
Tamil Nadu,Madurai,2017.0,Summer,Pulses,36261.5,81651.49,2.25
Punjab,Ludhiana,2020.0,Summer,Cotton,14589.25,63772.96,4.37
Tamil Nadu,Madurai,2016.0,Rabi,Soybean,31398.01,75326.56,2.4
Andhra Pradesh,Prakasam,2018.0,Summer,Cotton,104915.11,328739.96,3.13
Tamil Nadu,Thanjavur,2018.0,Rabi,Wheat,35803.34,98906.16,2.76
Andhra Pradesh,Guntur,2022.0,Rabi,Cotton,74283.8,286375.02,3.86
Karnataka,Raichur,2017.0,Kharif,Rice,23393.44,91220.28,3.9
Andhra Pradesh,Krishna,2023.0,Kharif,Cotton,92903.95,189630.12,2.04
Andhra Pradesh,Prakasam,2016.0,Kharif,Maize,46838.43,100643.95,2.15
Telangana,Warangal,2018.0,Summer,Groundnut,83072.27,197152.62,2.37
Andhra Pradesh,Prakasam,2017.0,Kharif,Maize,60778.92,124643.76,2.05
Andhra Pradesh,Prakasam,2017.0,Rabi,Groundnut,9020.9,16573.11,1.84
Tamil Nadu,Coimbatore,2016.0,Kharif,Rice,81254.96,233160.98,2.87
Karnataka,Belgaum,2015.0,Summer,Groundnut,5897.29,8946.83,1.52
Andhra Pradesh,Prakasam,2021.0,Rabi,Wheat,104914.24,422666.5,4.03
Telangana,Warangal,2023.0,Rabi,Sugarcane,32422.67,145044.87,4.47
Tamil Nadu,Coimbatore,2016.0,Rabi,Wheat,40950.86,149730.6,3.66
Punjab,Amritsar,2022.0,Kharif,Wheat,117282.4,196535.65,1.68
Karnataka,Raichur,2017.0,Kharif,Pulses,60502.76,187505.08,3.1
Telangana,Warangal,2015.0,Kharif,Sugarcane,76673.13,266083.85,3.47
Karnataka,Raichur,2018.0,Summer,Rice,37548.71,136684.41,3.64
Karnataka,Mandya,2017.0,Kharif,Maize,18024.43,63053.01,3.5
Andhra Pradesh,Guntur,2018.0,Summer,Soybean,25464.07,91509.77,3.59
Tamil Nadu,Thanjavur,2020.0,Summer,Maize,26493.76,75576.22,2.85
Telangana,Adilabad,2015.0,Summer,Maize,106666.42,188242.07,1.76
Andhra Pradesh,Guntur,2020.0,Rabi,Groundnut,88437.86,176599.17,2.0
Karnataka,Mandya,2022.0,Rabi,Maize,83157.82,150061.77,1.8
Andhra Pradesh,Krishna,2016.0,Summer,Pulses,17988.07,50348.95,2.8
Maharashtra,Aurangabad,2017.0,Summer,Groundnut,114604.77,174334.25,1.52
Punjab,Ludhiana,2023.0,Kharif,Soybean,50652.35,114969.12,2.27
Telangana,Adilabad,2015.0,Kharif,Pulses,24622.69,39947.55,1.62
Tamil Nadu,Coimbatore,2020.0,Rabi,Wheat,29002.31,118079.72,4.07
Punjab,Patiala,2018.0,Rabi,Rice,13924.42,42688.34,3.07
Andhra Pradesh,Guntur,2022.0,Kharif,Soybean,42070.47,103459.14,2.46
Tamil Nadu,Coimbatore,2023.0,Kharif,Soybean,38489.54,165014.69,4.29
Maharashtra,Nagpur,2023.0,Rabi,Cotton,33807.89,96563.88,2.86
Maharashtra,Nagpur,2018.0,Summer,Rice,119561.7,412635.5,3.45
Maharashtra,Pune,2020.0,Kharif,Sugarcane,112382.85,246891.41,2.2
Punjab,Patiala,2022.0,Kharif,Rice,108818.55,307477.47,2.83
Maharashtra,Aurangabad,2017.0,Kharif,Pulses,68077.26,217447.18,3.19
Andhra Pradesh,Prakasam,2015.0,Kharif,Cotton,46515.75,82331.61,1.77
Telangana,Warangal,2015.0,Rabi,Cotton,54125.43,112924.09,2.09
Maharashtra,Aurangabad,2015.0,Kharif,Rice,46845.82,95392.63,2.04
Andhra Pradesh,Krishna,2016.0,Kharif,Soybean,82556.93,281858.48,3.41
Punjab,Amritsar,2016.0,Summer,Wheat,58002.15,203290.58,3.5
Punjab,Patiala,2021.0,Rabi,Soybean,109921.31,348280.39,3.17
Telangana,Nizamabad,2019.0,Kharif,Wheat,100387.77,285451.92,2.84
Karnataka,Raichur,2019.0,Rabi,Rice,67447.85,117409.84,1.74
Telangana,Nizamabad,2015.0,Summer,Wheat,110100.11,198113.62,1.8
Punjab,Amritsar,2021.0,Rabi,Groundnut,58443.04,160617.76,2.75
Andhra Pradesh,Prakasam,2019.0,Kharif,Soybean,69916.85,259627.87,3.71
Andhra Pradesh,Krishna,2017.0,Summer,Rice,95867.02,273178.0,2.85
Punjab,Amritsar,2022.0,Rabi,Wheat,92213.97,149420.37,1.62
Telangana,Nizamabad,2015.0,Summer,Cotton,33931.99,151184.92,4.46
Telangana,Adilabad,2017.0,Summer,Pulses,55649.2,193178.16,3.47
Punjab,Ludhiana,2020.0,Kharif,Maize,78152.76,268298.31,3.43
Telangana,Nizamabad,2023.0,Summer,Sugarcane,59544.65,131424.64,2.21
Karnataka,Raichur,2022.0,Kharif,Pulses,115091.43,386499.75,3.36
Telangana,Warangal,2022.0,Summer,Soybean,107551.15,363635.56,3.38
Telangana,Nizamabad,2018.0,Kharif,Sugarcane,71162.51,192327.48,2.7
Maharashtra,Nagpur,2019.0,Rabi,Sugarcane,66377.28,152647.92,2.3
Karnataka,Belgaum,2023.0,Summer,Cotton,31739.65,116437.2,3.67
Maharashtra,Aurangabad,2018.0,Kharif,Soybean,74323.21,234803.45,3.16
Tamil Nadu,Coimbatore,2017.0,Rabi,Pulses,95738.91,188276.57,1.97
Telangana,Adilabad,2019.0,Kharif,Cotton,107919.73,465914.29,4.32
Karnataka,Mandya,2021.0,Kharif,Rice,53774.58,120322.22,2.24
Andhra Pradesh,Guntur,2017.0,Summer,Sugarcane,15564.61,41947.76,2.7
Telangana,Adilabad,2021.0,Kharif,Soybean,29354.75,59119.93,2.01
Tamil Nadu,Madurai,2018.0,Kharif,Groundnut,27420.2,78918.36,2.88
Punjab,Amritsar,2020.0,Rabi,Sugarcane,96909.45,179435.6,1.85
Karnataka,Belgaum,2019.0,Rabi,Cotton,112411.76,196963.18,1.75
Andhra Pradesh,Krishna,2019.0,Rabi,Soybean,38698.2,123945.97,3.2
Maharashtra,Aurangabad,2016.0,Kharif,Sugarcane,77654.29,240296.22,3.09
Punjab,Ludhiana,2018.0,Rabi,Sugarcane,63151.72,265091.61,4.2
Andhra Pradesh,Guntur,2021.0,Kharif,Wheat,36407.73,108253.2,2.97
Tamil Nadu,Thanjavur,2021.0,Summer,Sugarcane,38151.44,124370.17,3.26
Tamil Nadu,Coimbatore,2022.0,Rabi,Maize,88770.59,219230.15,2.47
Karnataka,Raichur,2016.0,Rabi,Pulses,46415.36,188548.54,4.06
Andhra Pradesh,Krishna,2019.0,Kharif,Soybean,47387.15,205262.62,4.33
Andhra Pradesh,Prakasam,2022.0,Rabi,Cotton,106595.98,216631.44,2.03
Karnataka,Mandya,2022.0,Rabi,Rice,98468.21,312450.99,3.17
Punjab,Amritsar,2015.0,Kharif,Cotton,88285.08,156738.7,1.78
Punjab,Amritsar,2022.0,Kharif,Sugarcane,66533.36,235638.77,3.54
Maharashtra,Nagpur,2015.0,Kharif,Sugarcane,118595.39,404062.54,3.41
Punjab,Patiala,2021.0,Kharif,Groundnut,53382.61,199135.18,3.73
Maharashtra,Nagpur,2021.0,Rabi,Rice,32869.74,93271.89,2.84
Punjab,Patiala,2016.0,Kharif,Wheat,64670.36,192281.38,2.97
Karnataka,Raichur,2020.0,Rabi,Rice,6029.73,10446.99,1.73
Punjab,Amritsar,2015.0,Rabi,Wheat,16773.15,70466.95,4.2
Punjab,Ludhiana,2018.0,Summer,Maize,14360.61,23440.82,1.63
Punjab,Ludhiana,2017.0,Rabi,Maize,69161.01,272083.96,3.93
Tamil Nadu,Coimbatore,2017.0,Summer,Cotton,17974.31,36271.37,2.02
Tamil Nadu,Coimbatore,2023.0,Rabi,Wheat,38966.03,101926.44,2.62
Maharashtra,Aurangabad,2022.0,Rabi,Groundnut,63104.32,144118.0,2.28
Andhra Pradesh,Guntur,2016.0,Rabi,Wheat,37000.43,85436.19,2.31
Punjab,Amritsar,2022.0,Summer,Rice,30626.37,90807.58,2.97
Telangana,Nizamabad,2020.0,Kharif,Groundnut,71563.75,143769.54,2.01
Karnataka,Belgaum,2020.0,Rabi,Sugarcane,80865.28,290515.59,3.59
Telangana,Adilabad,2018.0,Summer,Maize,8302.2,20283.73,2.44
Maharashtra,Aurangabad,2023.0,Summer,Pulses,102591.03,218203.59,2.13
Maharashtra,Pune,2019.0,Rabi,Rice,87787.44,157939.7,1.8
Punjab,Patiala,2019.0,Summer,Cotton,88922.78,276234.72,3.11
Punjab,Ludhiana,2015.0,Kharif,Sugarcane,117152.69,295576.29,2.52
Maharashtra,Aurangabad,2023.0,Kharif,Rice,45889.94,144765.14,3.15
Maharashtra,Aurangabad,2015.0,Rabi,Groundnut,103278.39,284783.07,2.76
Punjab,Amritsar,2015.0,Rabi,Pulses,109276.75,271001.98,2.48
Andhra Pradesh,Guntur,2016.0,Kharif,Wheat,62547.0,118125.75,1.89
Telangana,Nizamabad,2019.0,Rabi,Maize,101422.94,239067.74,2.36
Andhra Pradesh,Prakasam,2019.0,Kharif,Rice,44701.73,106398.32,2.38
Tamil Nadu,Coimbatore,2021.0,Rabi,Cotton,47952.62,120317.84,2.51
Punjab,Patiala,2022.0,Rabi,Cotton,92835.27,402500.39,4.34
Punjab,Ludhiana,2021.0,Summer,Pulses,110932.03,474745.67,4.28
Punjab,Amritsar,2019.0,Rabi,Cotton,69415.04,260199.06,3.75
Karnataka,Belgaum,2016.0,Rabi,Maize,24603.29,106520.0,4.33
Karnataka,Raichur,2022.0,Rabi,Sugarcane,96207.58,388400.2,4.04
Andhra Pradesh,Guntur,2017.0,Rabi,Pulses,102991.52,417708.25,4.06
Tamil Nadu,Madurai,2019.0,Summer,Maize,69699.91,263629.87,3.78
Maharashtra,Pune,2021.0,Kharif,Maize,62080.37,219511.89,3.54
Tamil Nadu,Madurai,2015.0,Kharif,Rice,99292.26,346958.96,3.49
Punjab,Amritsar,2015.0,Rabi,Rice,11767.75,26909.13,2.29
Andhra Pradesh,Krishna,2019.0,Kharif,Wheat,21502.75,68651.74,3.19
Punjab,Amritsar,2023.0,Kharif,Soybean,44181.5,160003.2,3.62
Telangana,Nizamabad,2018.0,Rabi,Pulses,43376.58,145098.18,3.35
Maharashtra,Nagpur,2021.0,Kharif,Sugarcane,91001.27,142443.98,1.57
Andhra Pradesh,Prakasam,2015.0,Kharif,Soybean,50755.33,113600.76,2.24
Punjab,Amritsar,2023.0,Kharif,Wheat,73864.11,227260.0,3.08
Telangana,Adilabad,2017.0,Summer,Maize,79831.3,335754.66,4.21
Tamil Nadu,Thanjavur,2023.0,Summer,Cotton,9722.69,17571.13,1.81
Tamil Nadu,Thanjavur,2021.0,Kharif,Pulses,10551.02,23588.14,2.24
Karnataka,Raichur,2023.0,Kharif,Cotton,98748.22,234588.88,2.38
Andhra Pradesh,Prakasam,2021.0,Kharif,Sugarcane,80059.53,327848.34,4.1
Andhra Pradesh,Prakasam,2015.0,Summer,Maize,77503.03,329704.94,4.25
Andhra Pradesh,Guntur,2023.0,Summer,Pulses,10552.12,20840.83,1.98
Andhra Pradesh,Guntur,2022.0,Rabi,Cotton,88359.7,324245.37,3.67
Maharashtra,Pune,2022.0,Rabi,Pulses,32619.33,89641.62,2.75
Maharashtra,Pune,2020.0,Rabi,Sugarcane,39361.45,131956.9,3.35
Andhra Pradesh,Guntur,2016.0,Summer,Sugarcane,75538.77,295943.37,3.92
Karnataka,Belgaum,2016.0,Rabi,Cotton,17406.05,28747.24,1.65
Maharashtra,Aurangabad,2020.0,Summer,Cotton,47718.34,105224.57,2.21
Andhra Pradesh,Prakasam,2018.0,Kharif,Maize,26688.11,115788.77,4.34
Andhra Pradesh,Guntur,2016.0,Summer,Soybean,40802.5,141359.27,3.46
Punjab,Amritsar,2015.0,Rabi,Rice,21474.46,48343.24,2.25
Maharashtra,Nagpur,2021.0,Kharif,Groundnut,55601.88,203052.73,3.65
Punjab,Patiala,2019.0,Summer,Wheat,40156.61,121318.54,3.02
Maharashtra,Nagpur,2019.0,Rabi,Wheat,69686.01,155682.05,2.23
Punjab,Patiala,2022.0,Rabi,Maize,33663.54,68094.43,2.02
Punjab,Ludhiana,2020.0,Summer,Groundnut,99881.09,424962.08,4.25
Punjab,Ludhiana,2018.0,Kharif,Rice,90160.6,344859.77,3.82
Punjab,Patiala,2022.0,Rabi,Cotton,93367.2,185093.39,1.98
Tamil Nadu,Thanjavur,2023.0,Summer,Sugarcane,74297.39,130309.97,1.75
Karnataka,Raichur,2020.0,Summer,Sugarcane,114445.33,303540.97,2.65
Karnataka,Belgaum,2019.0,Summer,Wheat,41060.24,162167.38,3.95
Karnataka,Belgaum,2019.0,Rabi,Sugarcane,93257.35,180279.41,1.93
Tamil Nadu,Thanjavur,2016.0,Rabi,Rice,116381.5,233883.18,2.01
Telangana,Nizamabad,2023.0,Rabi,Groundnut,47030.0,106614.08,2.27
Andhra Pradesh,Guntur,2020.0,Rabi,Pulses,92917.34,174201.9,1.87
Karnataka,Belgaum,2015.0,Rabi,Groundnut,91090.18,304987.83,3.35
Telangana,Adilabad,2020.0,Kharif,Pulses,108925.23,406150.72,3.73
Tamil Nadu,Madurai,2019.0,Kharif,Rice,81593.61,235338.71,2.88
Karnataka,Mandya,2019.0,Kharif,Pulses,85621.15,237176.84,2.77
Karnataka,Mandya,2016.0,Rabi,Wheat,30479.41,72974.36,2.39
Karnataka,Belgaum,2016.0,Summer,Maize,49314.24,113648.8,2.3
Maharashtra,Pune,2020.0,Rabi,Maize,38186.85,77807.49,2.04
Tamil Nadu,Madurai,2023.0,Kharif,Cotton,91760.96,272498.64,2.97
Tamil Nadu,Coimbatore,2015.0,Rabi,Wheat,53634.07,222771.04,4.15
Tamil Nadu,Madurai,2020.0,Rabi,Wheat,90412.29,165403.4,1.83
Punjab,Amritsar,2021.0,Summer,Groundnut,14309.35,39552.53,2.76
Tamil Nadu,Madurai,2018.0,Kharif,Sugarcane,53366.45,199526.84,3.74
Maharashtra,Pune,2015.0,Summer,Groundnut,44288.04,183699.03,4.15
Punjab,Ludhiana,2016.0,Kharif,Groundnut,30194.61,98465.75,3.26
Maharashtra,Nagpur,2019.0,Kharif,Maize,109224.41,468935.23,4.29
Tamil Nadu,Thanjavur,2021.0,Rabi,Soybean,12748.24,24042.9,1.89
Telangana,Nizamabad,2022.0,Summer,Groundnut,102251.44,426996.27,4.18
Tamil Nadu,Madurai,2022.0,Summer,Groundnut,68646.29,211209.76,3.08
Tamil Nadu,Madurai,2018.0,Summer,Groundnut,14806.58,41081.93,2.77
Telangana,Warangal,2022.0,Kharif,Soybean,77102.06,175762.81,2.28
Telangana,Adilabad,2020.0,Kharif,Maize,98575.91,364269.93,3.7
Maharashtra,Pune,2015.0,Kharif,Maize,113248.52,215447.3,1.9
Punjab,Amritsar,2022.0,Kharif,Rice,49902.11,220521.4,4.42
Tamil Nadu,Thanjavur,2022.0,Kharif,Groundnut,119562.46,413059.22,3.45
Tamil Nadu,Coimbatore,2021.0,Kharif,Soybean,5509.56,21290.87,3.86
Telangana,Warangal,2018.0,Rabi,Rice,45054.27,131168.74,2.91
Karnataka,Raichur,2022.0,Rabi,Soybean,47977.05,161252.07,3.36
Punjab,Ludhiana,2015.0,Kharif,Sugarcane,96914.82,401190.3,4.14
Karnataka,Mandya,2017.0,Summer,Cotton,58908.97,91626.93,1.56
Telangana,Adilabad,2022.0,Summer,Maize,40029.69,143478.11,3.58
Maharashtra,Nagpur,2018.0,Kharif,Soybean,95510.35,383680.2,4.02
Andhra Pradesh,Guntur,2018.0,Kharif,Maize,101002.53,315140.86,3.12
Karnataka,Belgaum,2021.0,Summer,Soybean,116157.11,404685.45,3.48
Tamil Nadu,Coimbatore,2016.0,Summer,Cotton,86669.66,154416.02,1.78
Telangana,Nizamabad,2022.0,Rabi,Wheat,96444.41,153352.4,1.59
Telangana,Nizamabad,2021.0,Rabi,Groundnut,50223.05,134439.51,2.68
Karnataka,Raichur,2017.0,Rabi,Sugarcane,63318.6,218457.53,3.45
Telangana,Adilabad,2023.0,Summer,Soybean,37186.32,56914.14,1.53
Telangana,Nizamabad,2015.0,Summer,Pulses,87469.42,306451.66,3.5
Tamil Nadu,Coimbatore,2022.0,Kharif,Rice,46541.11,117986.76,2.54
Karnataka,Mandya,2018.0,Summer,Wheat,22859.55,51498.01,2.25
Punjab,Ludhiana,2020.0,Summer,Pulses,52673.35,210240.52,3.99
Tamil Nadu,Madurai,2018.0,Kharif,Soybean,11269.18,30521.73,2.71
Maharashtra,Aurangabad,2016.0,Rabi,Rice,19467.19,79316.55,4.07
Maharashtra,Pune,2019.0,Rabi,Maize,96480.57,319437.27,3.31
Tamil Nadu,Coimbatore,2023.0,Summer,Maize,32365.27,97366.22,3.01
Telangana,Warangal,2016.0,Rabi,Wheat,36801.77,106740.41,2.9
Maharashtra,Pune,2016.0,Summer,Sugarcane,33300.57,122467.75,3.68
Maharashtra,Pune,2020.0,Rabi,Pulses,20831.6,87631.84,4.21
Telangana,Warangal,2020.0,Kharif,Groundnut,80503.12,291848.26,3.63
Tamil Nadu,Madurai,2019.0,Kharif,Rice,69618.38,159469.33,2.29
Punjab,Ludhiana,2020.0,Summer,Sugarcane,57672.11,230744.23,4.0
Maharashtra,Pune,2018.0,Summer,Wheat,110634.05,343869.13,3.11
Maharashtra,Pune,2015.0,Kharif,Soybean,86308.89,280319.33,3.25
Andhra Pradesh,Prakasam,2020.0,Summer,Soybean,87830.24,327997.01,3.73
Tamil Nadu,Thanjavur,2020.0,Kharif,Maize,115316.5,434786.81,3.77
Telangana,Adilabad,2019.0,Kharif,Rice,15000.44,51171.8,3.41
Andhra Pradesh,Krishna,2023.0,Kharif,Groundnut,94125.14,330761.79,3.51
Maharashtra,Nagpur,2015.0,Summer,Pulses,119453.28,336263.7,2.82
Andhra Pradesh,Prakasam,2018.0,Kharif,Maize,111537.88,405537.08,3.64
Tamil Nadu,Madurai,2017.0,Kharif,Wheat,6311.75,26754.68,4.24
Tamil Nadu,Coimbatore,2021.0,Rabi,Groundnut,117527.68,332441.87,2.83
Andhra Pradesh,Guntur,2019.0,Kharif,Pulses,94049.65,283076.4,3.01
Maharashtra,Pune,2015.0,Rabi,Groundnut,57900.07,104331.37,1.8
Karnataka,Raichur,2021.0,Rabi,Rice,80825.55,200280.05,2.48
Punjab,Ludhiana,2022.0,Rabi,Groundnut,8906.24,20323.32,2.28
Maharashtra,Nagpur,2021.0,Kharif,Cotton,33894.62,111546.41,3.29
Tamil Nadu,Madurai,2021.0,Rabi,Soybean,107840.54,373280.03,3.46
Maharashtra,Aurangabad,2015.0,Summer,Cotton,91831.13,280310.16,3.05
Tamil Nadu,Coimbatore,2017.0,Kharif,Wheat,43009.32,191093.05,4.44
Telangana,Nizamabad,2021.0,Rabi,Maize,19694.69,45620.11,2.32
Maharashtra,Aurangabad,2015.0,Summer,Rice,69808.32,212708.87,3.05
Punjab,Ludhiana,2021.0,Rabi,Wheat,19047.27,46598.22,2.45
Maharashtra,Aurangabad,2015.0,Kharif,Rice,13089.05,42404.87,3.24
Andhra Pradesh,Guntur,2023.0,Kharif,Pulses,63243.81,155622.65,2.46
Maharashtra,Pune,2019.0,Summer,Cotton,88773.37,208543.89,2.35
Maharashtra,Aurangabad,2015.0,Summer,Cotton,68764.31,160144.05,2.33
Telangana,Warangal,2021.0,Summer,Soybean,62248.25,191166.08,3.07
Telangana,Warangal,2020.0,Kharif,Cotton,38786.2,166685.4,4.3
Tamil Nadu,Madurai,2017.0,Summer,Sugarcane,46223.12,78731.47,1.7
Andhra Pradesh,Prakasam,2020.0,Kharif,Rice,74133.83,302425.75,4.08
Andhra Pradesh,Prakasam,2019.0,Kharif,Sugarcane,12251.14,25045.3,2.04
Tamil Nadu,Coimbatore,2018.0,Summer,Rice,92438.25,177348.92,1.92
Tamil Nadu,Madurai,2021.0,Summer,Pulses,118534.53,316198.76,2.67
Maharashtra,Nagpur,2023.0,Kharif,Groundnut,71382.44,175639.61,2.46
Andhra Pradesh,Guntur,2018.0,Kharif,Sugarcane,69880.13,276328.29,3.95
Maharashtra,Aurangabad,2022.0,Summer,Cotton,37978.56,133204.61,3.51
Karnataka,Mandya,2016.0,Summer,Rice,63711.35,173447.85,2.72
Telangana,Nizamabad,2022.0,Summer,Cotton,86149.06,175837.26,2.04
Maharashtra,Nagpur,2022.0,Kharif,Maize,19076.96,82035.02,4.3
Tamil Nadu,Thanjavur,2018.0,Kharif,Soybean,30675.24,125810.38,4.1
Andhra Pradesh,Krishna,2020.0,Kharif,Groundnut,55337.07,157557.32,2.85
Maharashtra,Pune,2017.0,Summer,Wheat,118566.91,456091.93,3.85
Karnataka,Raichur,2018.0,Kharif,Maize,11793.68,23212.99,1.97
Maharashtra,Pune,2015.0,Rabi,Pulses,46115.0,155533.78,3.37
Telangana,Warangal,2021.0,Kharif,Rice,6490.35,18262.02,2.81
Tamil Nadu,Coimbatore,2017.0,Summer,Wheat,35623.17,117246.41,3.29
Karnataka,Mandya,2020.0,Rabi,Groundnut,91324.67,264476.63,2.9
Telangana,Adilabad,2021.0,Summer,Sugarcane,59811.86,136149.19,2.28
Punjab,Ludhiana,2018.0,Rabi,Sugarcane,57049.87,216592.82,3.8
Punjab,Amritsar,2023.0,Rabi,Sugarcane,66162.02,294374.32,4.45
Punjab,Ludhiana,2015.0,Summer,Groundnut,86327.56,340917.54,3.95
Punjab,Ludhiana,2020.0,Kharif,Wheat,89618.53,262489.96,2.93
Telangana,Warangal,2020.0,Kharif,Soybean,57893.91,136661.32,2.36
Maharashtra,Pune,2020.0,Summer,Rice,11932.73,32709.09,2.74
Tamil Nadu,Thanjavur,2018.0,Summer,Cotton,119136.29,485890.58,4.08
Telangana,Adilabad,2015.0,Rabi,Groundnut,25409.91,75076.21,2.95
Tamil Nadu,Coimbatore,2019.0,Kharif,Rice,90853.72,381571.6,4.2
Maharashtra,Nagpur,2023.0,Kharif,Cotton,71479.64,159587.56,2.23
